week_start,iso3,disease_code,entity_key,true_latent_outbreaks,detected_outbreaks,eventually_notified_outbreaks,true_ascertainment,true_suitability,usage,data_realism
2023-09-18,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.05,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-18,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.0568,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-18,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.0531,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,FRA,HPAI,FRA|HPAI,0,0,0,0.82,0.3619,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,DEU,HPAI,DEU|HPAI,0,0,0,0.82,0.3983,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.2604,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,BEL,HPAI,BEL|HPAI,0,0,0,0.82,0.2829,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,ITA,HPAI,ITA|HPAI,0,0,0,0.82,0.1049,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,ESP,HPAI,ESP|HPAI,0,0,0,0.82,0.2084,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,POL,HPAI,POL|HPAI,0,0,0,0.56,0.5862,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,HUN,HPAI,HUN|HPAI,0,0,0,0.56,0.4387,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,ROU,HPAI,ROU|HPAI,0,0,0,0.56,0.8245,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,BGR,HPAI,BGR|HPAI,0,0,0,0.56,0.3247,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,SRB,HPAI,SRB|HPAI,0,0,0,0.56,0.5387,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.4838,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,MDA,HPAI,MDA|HPAI,0,0,0,0.29,0.3884,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.3166,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,TUR,HPAI,TUR|HPAI,0,0,0,0.56,0.086,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,GEO,HPAI,GEO|HPAI,0,0,0,0.29,0.5177,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.1068,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.0634,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.1229,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-09-25,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.0605,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,FRA,HPAI,FRA|HPAI,0,0,0,0.82,0.7366,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,DEU,HPAI,DEU|HPAI,0,0,0,0.82,0.7399,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.2519,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,BEL,HPAI,BEL|HPAI,1,1,1,0.82,0.5842,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,ITA,HPAI,ITA|HPAI,0,0,0,0.82,0.2737,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,ESP,HPAI,ESP|HPAI,0,0,0,0.82,0.1879,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,POL,HPAI,POL|HPAI,0,0,0,0.56,1.2334,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,HUN,HPAI,HUN|HPAI,0,0,0,0.56,0.6334,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.9453,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,BGR,HPAI,BGR|HPAI,0,0,0,0.56,0.3345,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,SRB,HPAI,SRB|HPAI,0,0,0,0.56,0.8417,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.5036,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,MDA,HPAI,MDA|HPAI,0,0,0,0.29,0.6366,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.5426,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,TUR,HPAI,TUR|HPAI,0,0,0,0.56,0.1809,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,GEO,HPAI,GEO|HPAI,0,0,0,0.29,0.6642,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.2341,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.1223,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.2532,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-02,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.2349,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,FRA,HPAI,FRA|HPAI,0,0,0,0.82,0.6993,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,DEU,HPAI,DEU|HPAI,0,0,0,0.82,1.4284,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,NLD,HPAI,NLD|HPAI,0,0,0,0.82,0.5903,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,BEL,HPAI,BEL|HPAI,1,1,1,0.82,1.1332,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,ITA,HPAI,ITA|HPAI,0,0,0,0.82,0.4375,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,ESP,HPAI,ESP|HPAI,0,0,0,0.82,0.3582,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,POL,HPAI,POL|HPAI,0,0,0,0.56,1.3543,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,HUN,HPAI,HUN|HPAI,0,0,0,0.56,0.9979,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.9964,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,BGR,HPAI,BGR|HPAI,0,0,0,0.56,0.459,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,SRB,HPAI,SRB|HPAI,0,0,0,0.56,0.653,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,UKR,HPAI,UKR|HPAI,0,0,0,0.29,0.7859,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,MDA,HPAI,MDA|HPAI,0,0,0,0.29,1.2175,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,RUS,HPAI,RUS|HPAI,0,0,0,0.56,0.8637,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,TUR,HPAI,TUR|HPAI,0,0,0,0.56,0.5084,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,GEO,HPAI,GEO|HPAI,0,0,0,0.29,0.4547,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.3278,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.0559,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.3191,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-09,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.441,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.0316,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,DEU,HPAI,DEU|HPAI,0,0,0,0.82,2.6305,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,NLD,HPAI,NLD|HPAI,0,0,0,0.82,1.1393,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,BEL,HPAI,BEL|HPAI,0,0,0,0.82,1.1265,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,ITA,HPAI,ITA|HPAI,0,0,0,0.82,0.6849,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,ESP,HPAI,ESP|HPAI,0,0,0,0.82,0.5107,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,POL,HPAI,POL|HPAI,0,0,0,0.56,2.4068,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,HUN,HPAI,HUN|HPAI,1,1,1,0.56,1.5204,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,ROU,HPAI,ROU|HPAI,0,0,0,0.56,0.9924,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,BGR,HPAI,BGR|HPAI,0,0,0,0.56,0.6481,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,SRB,HPAI,SRB|HPAI,0,0,0,0.56,0.7229,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,UKR,HPAI,UKR|HPAI,0,0,0,0.29,1.073,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,MDA,HPAI,MDA|HPAI,0,0,0,0.29,2.23,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,RUS,HPAI,RUS|HPAI,0,0,0,0.56,1.0764,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,TUR,HPAI,TUR|HPAI,0,0,0,0.56,0.3378,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,GEO,HPAI,GEO|HPAI,0,0,0,0.29,0.6283,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.3681,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.0716,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.2625,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-16,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.5178,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.4897,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,DEU,HPAI,DEU|HPAI,0,0,0,0.82,2.2859,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,NLD,HPAI,NLD|HPAI,1,0,0,0.82,1.694,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,BEL,HPAI,BEL|HPAI,1,1,1,0.82,1.3702,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,ITA,HPAI,ITA|HPAI,1,1,1,0.82,0.9618,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,ESP,HPAI,ESP|HPAI,0,0,0,0.82,1.0754,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,POL,HPAI,POL|HPAI,0,0,0,0.56,2.4176,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,HUN,HPAI,HUN|HPAI,1,1,1,0.56,1.4185,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.2179,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,BGR,HPAI,BGR|HPAI,0,0,0,0.56,0.8853,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,SRB,HPAI,SRB|HPAI,0,0,0,0.56,0.9888,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,UKR,HPAI,UKR|HPAI,0,0,0,0.29,1.3951,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,MDA,HPAI,MDA|HPAI,0,0,0,0.29,1.8264,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,RUS,HPAI,RUS|HPAI,0,0,0,0.56,1.428,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,TUR,HPAI,TUR|HPAI,0,0,0,0.56,0.8382,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.2742,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.8039,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.1446,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.7115,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-23,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.461,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,FRA,HPAI,FRA|HPAI,0,0,0,0.82,1.7386,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,DEU,HPAI,DEU|HPAI,1,1,1,0.82,2.1579,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,NLD,HPAI,NLD|HPAI,3,3,3,0.82,2.0357,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,BEL,HPAI,BEL|HPAI,1,1,1,0.82,1.7211,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,ITA,HPAI,ITA|HPAI,3,1,1,0.82,1.901,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,ESP,HPAI,ESP|HPAI,0,0,0,0.82,1.6795,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,POL,HPAI,POL|HPAI,0,0,0,0.56,3.1838,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,HUN,HPAI,HUN|HPAI,0,0,0,0.56,1.638,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.736,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,BGR,HPAI,BGR|HPAI,1,0,0,0.56,1.6181,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,SRB,HPAI,SRB|HPAI,0,0,0,0.56,1.2443,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,UKR,HPAI,UKR|HPAI,0,0,0,0.29,1.6126,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,MDA,HPAI,MDA|HPAI,1,0,0,0.29,2.2734,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,RUS,HPAI,RUS|HPAI,0,0,0,0.56,1.9672,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.1528,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.1536,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.4319,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.2115,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.5441,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-10-30,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.6851,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,FRA,HPAI,FRA|HPAI,4,3,3,0.82,2.287,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,DEU,HPAI,DEU|HPAI,1,1,1,0.82,2.4757,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,NLD,HPAI,NLD|HPAI,5,5,5,0.82,2.2299,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,BEL,HPAI,BEL|HPAI,2,1,1,0.82,1.9763,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,ITA,HPAI,ITA|HPAI,3,3,3,0.82,2.3888,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,ESP,HPAI,ESP|HPAI,0,0,0,0.82,2.2524,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,POL,HPAI,POL|HPAI,0,0,0,0.56,2.572,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,HUN,HPAI,HUN|HPAI,0,0,0,0.56,1.7736,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,ROU,HPAI,ROU|HPAI,0,0,0,0.56,2.7569,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,BGR,HPAI,BGR|HPAI,0,0,0,0.56,1.745,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,SRB,HPAI,SRB|HPAI,1,0,0,0.56,1.6468,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,UKR,HPAI,UKR|HPAI,0,0,0,0.29,1.9119,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,MDA,HPAI,MDA|HPAI,2,0,0,0.29,2.852,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,RUS,HPAI,RUS|HPAI,0,0,0,0.56,2.1499,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.9485,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.8882,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.7061,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.1623,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.5426,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-06,MAR,HPAI,MAR|HPAI,0,0,0,0.29,0.9849,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,FRA,HPAI,FRA|HPAI,7,4,4,0.82,2.0799,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,DEU,HPAI,DEU|HPAI,3,2,2,0.82,2.6424,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,NLD,HPAI,NLD|HPAI,3,1,1,0.82,2.6293,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,BEL,HPAI,BEL|HPAI,4,4,4,0.82,2.0262,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,ITA,HPAI,ITA|HPAI,2,2,2,0.82,2.586,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,ESP,HPAI,ESP|HPAI,2,2,2,0.82,2.0754,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,POL,HPAI,POL|HPAI,1,1,1,0.56,2.0811,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,HUN,HPAI,HUN|HPAI,1,0,0,0.56,2.3151,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,ROU,HPAI,ROU|HPAI,0,0,0,0.56,1.8597,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,BGR,HPAI,BGR|HPAI,1,1,1,0.56,1.6425,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,SRB,HPAI,SRB|HPAI,1,1,1,0.56,2.2477,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,UKR,HPAI,UKR|HPAI,0,0,0,0.29,2.4407,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,MDA,HPAI,MDA|HPAI,2,1,1,0.29,2.7763,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,RUS,HPAI,RUS|HPAI,0,0,0,0.56,2.5432,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,TUR,HPAI,TUR|HPAI,0,0,0,0.56,2.1186,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.5398,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.608,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.2726,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,TUN,HPAI,TUN|HPAI,0,0,0,0.29,0.7641,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-13,MAR,HPAI,MAR|HPAI,0,0,0,0.29,1.8162,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,FRA,HPAI,FRA|HPAI,8,7,7,0.82,2.469,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,DEU,HPAI,DEU|HPAI,9,9,9,0.82,2.868,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,NLD,HPAI,NLD|HPAI,8,6,6,0.82,2.2307,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,BEL,HPAI,BEL|HPAI,2,2,2,0.82,2.0685,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,ITA,HPAI,ITA|HPAI,7,6,6,0.82,2.2738,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,ESP,HPAI,ESP|HPAI,3,3,3,0.82,1.7062,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,POL,HPAI,POL|HPAI,1,1,1,0.56,2.1274,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,HUN,HPAI,HUN|HPAI,0,0,0,0.56,2.3398,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,ROU,HPAI,ROU|HPAI,0,0,0,0.56,2.1449,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,BGR,HPAI,BGR|HPAI,0,0,0,0.56,1.7529,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,SRB,HPAI,SRB|HPAI,1,1,1,0.56,2.3524,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,UKR,HPAI,UKR|HPAI,1,1,1,0.29,2.5602,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,MDA,HPAI,MDA|HPAI,3,0,0,0.29,3.1191,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,RUS,HPAI,RUS|HPAI,0,0,0,0.56,1.8488,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,TUR,HPAI,TUR|HPAI,0,0,0,0.56,1.9462,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,GEO,HPAI,GEO|HPAI,0,0,0,0.29,1.4707,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,ISR,HPAI,ISR|HPAI,0,0,0,0.82,0.6031,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,EGY,HPAI,EGY|HPAI,0,0,0,0.29,0.9245,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,TUN,HPAI,TUN|HPAI,0,0,0,0.29,1.0616,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-20,MAR,HPAI,MAR|HPAI,0,0,0,0.29,1.392,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,FRA,HPAI,FRA|HPAI,12,8,8,0.82,2.2092,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,DEU,HPAI,DEU|HPAI,9,9,9,0.82,2.2144,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,NLD,HPAI,NLD|HPAI,10,9,9,0.82,1.9513,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,BEL,HPAI,BEL|HPAI,8,7,7,0.82,2.0484,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,ITA,HPAI,ITA|HPAI,9,8,8,0.82,2.3759,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,ESP,HPAI,ESP|HPAI,7,5,5,0.82,1.8885,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,POL,HPAI,POL|HPAI,5,3,3,0.56,1.928,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,HUN,HPAI,HUN|HPAI,3,2,2,0.56,2.06,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,ROU,HPAI,ROU|HPAI,2,2,2,0.56,2.8804,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,BGR,HPAI,BGR|HPAI,1,1,1,0.56,2.4924,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,SRB,HPAI,SRB|HPAI,0,0,0,0.56,2.4198,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,UKR,HPAI,UKR|HPAI,1,1,1,0.29,2.5868,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,MDA,HPAI,MDA|HPAI,4,1,1,0.29,2.8266,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,RUS,HPAI,RUS|HPAI,0,0,0,0.56,1.5562,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,TUR,HPAI,TUR|HPAI,0,0,0,0.56,2.1912,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
2023-11-27,GEO,HPAI,GEO|HPAI,1,0,0,0.29,2.2158,EVALUATION_ONLY__NEVER_A_FEATURE,synthetic
