empresi_id,source_reference,upstream_source,disease,disease_code,country,iso3,latitude,longitude,observation_date,report_date,published_date,species,cases,deaths,status,data_realism
EMPRESI-ASF-0000874,WAHIS-ASF-NLD-2020-07-20-06,WAHIS,African swine fever,ASF,Netherlands,NLD,52.2918,5.6684,2020-07-20,2020-08-19,2020-08-25,Sus scrofa (wild boar),71,61,confirmed,synthetic
EMPRESI-ASF-0000863,WAHIS-ASF-DEU-2020-07-20-00,WAHIS,African swine fever,ASF,Germany,DEU,51.8007,7.9622,2020-07-26,2020-08-17,2020-08-25,Sus scrofa domesticus,71,66,confirmed,synthetic
EMPRESI-ASF-0001051,WAHIS-ASF-TUR-2020-07-27-01,WAHIS,African swine fever,ASF,Türkiye,TUR,38.5454,40.1779,2020-07-30,2020-08-13,2020-08-25,Sus scrofa (wild boar),46,40,confirmed,synthetic
EMPRESI-ASF-0000980,WAHIS-ASF-DEU-2020-07-27-08,WAHIS,African swine fever,ASF,Germany,DEU,49.6344,14.2451,2020-07-30,2020-08-15,2020-08-25,Sus scrofa domesticus,31,28,confirmed,synthetic
EMPRESI-ASF-0001102,WAHIS-ASF-HUN-2020-08-03-00,WAHIS,African swine fever,ASF,Hungary,HUN,46.804,18.3069,2020-08-06,2020-08-16,2020-08-25,Sus scrofa domesticus,131,113,confirmed,synthetic
EMPRESI-ASF-0001198,WAHIS-ASF-ISR-2020-08-10-00,WAHIS,African swine fever,ASF,Israel,ISR,31.6977,34.7766,2020-08-12,2020-08-21,2020-08-25,Sus scrofa (wild boar),188,165,confirmed,synthetic
EMPRESI-ASF-0001165,WAHIS-ASF-ESP-2020-08-10-02,WAHIS,African swine fever,ASF,Spain,ESP,39.5206,-2.2122,2020-08-15,2020-08-20,2020-08-25,Sus scrofa domesticus,94,79,confirmed,synthetic
EMPRESI-ASF-0000894,WAHIS-ASF-ITA-2020-07-20-07,WAHIS,African swine fever,ASF,Italy,ITA,44.9887,11.7599,2020-07-26,2020-08-15,2020-08-25,Sus scrofa (wild boar),171,147,confirmed,synthetic
EMPRESI-ASF-0000434,WAHIS-ASF-ESP-2020-06-29-05,WAHIS,African swine fever,ASF,Spain,ESP,42.1644,-5.3179,2020-07-04,2020-08-17,2020-08-26,Sus scrofa domesticus,4,3,confirmed,synthetic
EMPRESI-ASF-0001091,WAHIS-ASF-ITA-2020-08-03-03,WAHIS,African swine fever,ASF,Italy,ITA,44.5005,13.1711,2020-08-08,2020-08-17,2020-08-26,Sus scrofa (wild boar),308,267,confirmed,synthetic
EMPRESI-ASF-0000783,WAHIS-ASF-HUN-2020-07-13-00,WAHIS,African swine fever,ASF,Hungary,HUN,46.8074,19.013,2020-07-15,2020-08-20,2020-08-26,Sus scrofa domesticus,88,79,confirmed,synthetic
EMPRESI-ASF-0000760,WAHIS-ASF-ITA-2020-07-13-07,WAHIS,African swine fever,ASF,Italy,ITA,40.9879,15.0283,2020-07-13,2020-08-17,2020-08-26,Sus scrofa domesticus,96,85,confirmed,synthetic
EMPRESI-ASF-0001163,WAHIS-ASF-ESP-2020-08-10-00,WAHIS,African swine fever,ASF,Spain,ESP,38.1489,-5.2246,2020-08-10,2020-08-16,2020-08-26,Sus scrofa (wild boar),93,85,confirmed,synthetic
EMPRESI-ASF-0000842,WAHIS-ASF-GEO-2020-07-13-02,WAHIS,African swine fever,ASF,Georgia,GEO,43.0578,43.383,2020-07-13,2020-08-20,2020-08-26,Sus scrofa (wild boar),111,100,confirmed,synthetic
EMPRESI-ASF-0001178,WAHIS-ASF-ROU-2020-08-10-04,WAHIS,African swine fever,ASF,Romania,ROU,47.082,22.0761,2020-08-14,2020-08-17,2020-08-26,Sus scrofa (wild boar),19,19,confirmed,synthetic
EMPRESI-ASF-0001080,WAHIS-ASF-BEL-2020-08-03-00,WAHIS,African swine fever,ASF,Belgium,BEL,51.4087,4.7873,2020-08-07,2020-08-14,2020-08-26,Sus scrofa (wild boar),28,24,confirmed,synthetic
EMPRESI-ASF-0001076,WAHIS-ASF-NLD-2020-08-03-02,WAHIS,African swine fever,ASF,Netherlands,NLD,51.722,5.7847,2020-08-07,2020-08-17,2020-08-26,Sus scrofa domesticus,380,336,confirmed,synthetic
EMPRESI-ASF-0001063,WAHIS-ASF-FRA-2020-08-03-07,WAHIS,African swine fever,ASF,France,FRA,50.1966,1.0734,2020-08-07,2020-08-19,2020-08-26,Sus scrofa (wild boar),51,49,confirmed,synthetic
EMPRESI-ASF-0001067,WAHIS-ASF-DEU-2020-08-03-02,WAHIS,African swine fever,ASF,Germany,DEU,52.1542,7.6534,2020-08-04,2020-08-18,2020-08-26,Sus scrofa domesticus,12,11,confirmed,synthetic
EMPRESI-ASF-0001070,WAHIS-ASF-DEU-2020-08-03-05,WAHIS,African swine fever,ASF,Germany,DEU,51.3299,9.2439,2020-08-04,2020-08-17,2020-08-26,Sus scrofa domesticus,182,159,confirmed,synthetic
EMPRESI-ASF-0000808,WAHIS-ASF-BGR-2020-07-13-04,WAHIS,African swine fever,ASF,Bulgaria,BGR,43.1415,25.6114,2020-07-14,2020-08-18,2020-08-27,Sus scrofa domesticus,54,46,confirmed,synthetic
EMPRESI-ASF-0000906,WAHIS-ASF-POL-2020-07-20-04,WAHIS,African swine fever,ASF,Poland,POL,54.1055,17.6396,2020-07-20,2020-08-19,2020-08-27,Sus scrofa domesticus,108,94,confirmed,synthetic
EMPRESI-ASF-0001121,WAHIS-ASF-MDA-2020-08-03-00,WAHIS,African swine fever,ASF,Moldova,MDA,47.244,28.9649,2020-08-04,2020-08-19,2020-08-27,Sus scrofa (wild boar),14,13,confirmed,synthetic
EMPRESI-ASF-0000534,WAHIS-ASF-DEU-2020-07-06-03,WAHIS,African swine fever,ASF,Germany,DEU,51.8348,12.8846,2020-07-12,2020-08-12,2020-08-27,Sus scrofa domesticus,74,63,confirmed,synthetic
EMPRESI-ASF-0000999,WAHIS-ASF-ITA-2020-07-27-01,WAHIS,African swine fever,ASF,Italy,ITA,44.1952,15.1738,2020-07-28,2020-08-15,2020-08-27,Sus scrofa domesticus,52,45,confirmed,synthetic
EMPRESI-ASF-0000730,WAHIS-ASF-NLD-2020-07-13-03,WAHIS,African swine fever,ASF,Netherlands,NLD,51.9275,5.034,2020-07-18,2020-08-21,2020-08-27,Sus scrofa domesticus,16,13,confirmed,synthetic
EMPRESI-ASF-0000944,WAHIS-ASF-UKR-2020-07-20-02,WAHIS,African swine fever,ASF,Ukraine,UKR,47.4723,28.9931,2020-07-20,2020-08-21,2020-08-27,Sus scrofa domesticus,13,13,confirmed,synthetic
EMPRESI-ASF-0001201,WAHIS-ASF-ISR-2020-08-10-03,WAHIS,African swine fever,ASF,Israel,ISR,30.9586,34.5423,2020-08-13,2020-08-17,2020-08-27,Sus scrofa (wild boar),132,117,confirmed,synthetic
EMPRESI-ASF-0000662,WAHIS-ASF-UKR-2020-07-06-03,WAHIS,African swine fever,ASF,Ukraine,UKR,46.1461,28.3632,2020-07-09,2020-08-21,2020-08-27,Sus scrofa (wild boar),118,104,confirmed,synthetic
EMPRESI-ASF-0001179,WAHIS-ASF-ROU-2020-08-10-05,WAHIS,African swine fever,ASF,Romania,ROU,47.5068,27.3684,2020-08-13,2020-08-22,2020-08-27,Sus scrofa (wild boar),70,63,confirmed,synthetic
EMPRESI-ASF-0001016,WAHIS-ASF-HUN-2020-07-27-04,WAHIS,African swine fever,ASF,Hungary,HUN,45.7703,18.6153,2020-07-31,2020-08-20,2020-08-28,Sus scrofa domesticus,101,90,confirmed,synthetic
EMPRESI-ASF-0001048,WAHIS-ASF-RUS-2020-07-27-07,WAHIS,African swine fever,ASF,Russian Federation,RUS,55.8152,48.7044,2020-07-29,2020-08-23,2020-08-28,Sus scrofa (wild boar),294,252,confirmed,synthetic
EMPRESI-ASF-0001154,WAHIS-ASF-BEL-2020-08-10-02,WAHIS,African swine fever,ASF,Belgium,BEL,51.1058,3.4819,2020-08-12,2020-08-20,2020-08-28,Sus scrofa domesticus,111,98,confirmed,synthetic
EMPRESI-ASF-0001052,WAHIS-ASF-TUR-2020-07-27-02,WAHIS,African swine fever,ASF,Türkiye,TUR,37.227,34.7754,2020-07-30,2020-08-17,2020-08-28,Sus scrofa domesticus,232,204,confirmed,synthetic
EMPRESI-ASF-0001133,WAHIS-ASF-GEO-2020-08-03-00,WAHIS,African swine fever,ASF,Georgia,GEO,42.3022,42.1128,2020-08-06,2020-08-19,2020-08-28,Sus scrofa (wild boar),235,207,confirmed,synthetic
EMPRESI-ASF-0001156,WAHIS-ASF-BEL-2020-08-10-04,WAHIS,African swine fever,ASF,Belgium,BEL,50.1347,3.7983,2020-08-11,2020-08-18,2020-08-28,Sus scrofa domesticus,237,215,confirmed,synthetic
EMPRESI-ASF-0000467,WAHIS-ASF-ROU-2020-06-29-12,WAHIS,African swine fever,ASF,Romania,ROU,44.8825,27.4922,2020-06-29,2020-08-20,2020-08-29,Sus scrofa (wild boar),55,44,confirmed,synthetic
EMPRESI-ASF-0001107,WAHIS-ASF-ROU-2020-08-03-00,WAHIS,African swine fever,ASF,Romania,ROU,46.7192,23.6635,2020-08-08,2020-08-20,2020-08-29,Sus scrofa domesticus,25,23,confirmed,synthetic
EMPRESI-ASF-0001060,WAHIS-ASF-FRA-2020-08-03-04,WAHIS,African swine fever,ASF,France,FRA,50.16,1.7197,2020-08-06,2020-08-21,2020-08-29,Sus scrofa domesticus,214,183,confirmed,synthetic
EMPRESI-ASF-0001200,WAHIS-ASF-ISR-2020-08-10-02,WAHIS,African swine fever,ASF,Israel,ISR,30.9968,35.2727,2020-08-16,2020-08-23,2020-08-29,Sus scrofa domesticus,31,27,confirmed,synthetic
EMPRESI-ASF-0001069,WAHIS-ASF-DEU-2020-08-03-04,WAHIS,African swine fever,ASF,Germany,DEU,49.7942,14.5293,2020-08-06,2020-08-21,2020-08-29,Sus scrofa domesticus,81,70,confirmed,synthetic
EMPRESI-ASF-0001090,WAHIS-ASF-ITA-2020-08-03-02,WAHIS,African swine fever,ASF,Italy,ITA,44.1669,14.2667,2020-08-07,2020-08-22,2020-08-29,Sus scrofa domesticus,115,98,confirmed,synthetic
EMPRESI-ASF-0001106,WAHIS-ASF-HUN-2020-08-03-04,WAHIS,African swine fever,ASF,Hungary,HUN,46.9158,19.4292,2020-08-04,2020-08-21,2020-08-29,Sus scrofa domesticus,7,7,confirmed,synthetic
EMPRESI-ASF-0000375,WAHIS-ASF-FRA-2020-06-29-09,WAHIS,African swine fever,ASF,France,FRA,49.8085,0.4199,2020-06-30,2020-08-20,2020-08-29,Sus scrofa (wild boar),56,51,confirmed,synthetic
EMPRESI-ASF-0001038,WAHIS-ASF-UKR-2020-07-27-01,WAHIS,African swine fever,ASF,Ukraine,UKR,45.0477,30.0206,2020-07-27,2020-08-26,2020-08-29,Sus scrofa (wild boar),166,140,confirmed,synthetic
EMPRESI-ASF-0001181,WAHIS-ASF-ROU-2020-08-10-07,WAHIS,African swine fever,ASF,Romania,ROU,45.5982,23.037,2020-08-13,2020-08-22,2020-08-29,Sus scrofa domesticus,120,106,confirmed,synthetic
EMPRESI-ASF-0000650,WAHIS-ASF-BGR-2020-07-06-08,WAHIS,African swine fever,ASF,Bulgaria,BGR,44.2126,24.6155,2020-07-06,2020-08-18,2020-08-30,Sus scrofa domesticus,38,34,confirmed,synthetic
EMPRESI-ASF-0001182,WAHIS-ASF-ROU-2020-08-10-08,WAHIS,African swine fever,ASF,Romania,ROU,47.5864,24.4836,2020-08-16,2020-08-21,2020-08-30,Sus scrofa domesticus,394,353,confirmed,synthetic
EMPRESI-ASF-0001190,WAHIS-ASF-SRB-2020-08-10-02,WAHIS,African swine fever,ASF,Serbia,SRB,45.0959,20.9837,2020-08-12,2020-08-23,2020-08-30,Sus scrofa domesticus,140,124,confirmed,synthetic
EMPRESI-ASF-0001173,WAHIS-ASF-HUN-2020-08-10-03,WAHIS,African swine fever,ASF,Hungary,HUN,47.5886,20.0545,2020-08-13,2020-08-21,2020-08-30,Sus scrofa (wild boar),154,138,confirmed,synthetic
EMPRESI-ASF-0001168,WAHIS-ASF-POL-2020-08-10-02,WAHIS,African swine fever,ASF,Poland,POL,53.288,21.0844,2020-08-13,2020-08-25,2020-08-30,Sus scrofa domesticus,450,398,confirmed,synthetic
EMPRESI-ASF-0001225,WAHIS-ASF-ESP-2020-08-17-01,WAHIS,African swine fever,ASF,Spain,ESP,43.3396,-5.8499,2020-08-17,2020-08-20,2020-08-30,Sus scrofa (wild boar),227,195,confirmed,synthetic
EMPRESI-ASF-0000956,WAHIS-ASF-RUS-2020-07-20-05,WAHIS,African swine fever,ASF,Russian Federation,RUS,58.5606,34.5833,2020-07-26,2020-08-22,2020-08-30,Sus scrofa domesticus,123,115,confirmed,synthetic
EMPRESI-ASF-0001113,WAHIS-ASF-ROU-2020-08-03-06,WAHIS,African swine fever,ASF,Romania,ROU,47.2484,25.2797,2020-08-09,2020-08-23,2020-08-30,Sus scrofa domesticus,221,195,confirmed,synthetic
EMPRESI-ASF-0001057,WAHIS-ASF-FRA-2020-08-03-01,WAHIS,African swine fever,ASF,France,FRA,45.2733,-0.5643,2020-08-05,2020-08-23,2020-08-30,Sus scrofa domesticus,110,96,confirmed,synthetic
EMPRESI-ASF-0001097,WAHIS-ASF-ESP-2020-08-03-04,WAHIS,African swine fever,ASF,Spain,ESP,42.3459,-4.4458,2020-08-09,2020-08-20,2020-08-30,Sus scrofa domesticus,70,60,confirmed,synthetic
EMPRESI-ASF-0000965,WAHIS-ASF-FRA-2020-07-27-03,WAHIS,African swine fever,ASF,France,FRA,45.8762,7.026,2020-08-01,2020-08-20,2020-08-31,Sus scrofa domesticus,94,85,confirmed,synthetic
EMPRESI-ASF-0000628,WAHIS-ASF-HUN-2020-07-06-06,WAHIS,African swine fever,ASF,Hungary,HUN,48.2875,18.1423,2020-07-06,2020-08-25,2020-08-31,Sus scrofa domesticus,36,33,confirmed,synthetic
EMPRESI-ASF-0001171,WAHIS-ASF-HUN-2020-08-10-01,WAHIS,African swine fever,ASF,Hungary,HUN,46.3377,20.8824,2020-08-12,2020-08-22,2020-08-31,Sus scrofa (wild boar),21,17,confirmed,synthetic
EMPRESI-ASF-0000349,WAHIS-ASF-UKR-2020-06-22-00,WAHIS,African swine fever,ASF,Ukraine,UKR,49.5737,28.5114,2020-06-25,2020-08-23,2020-08-31,Sus scrofa domesticus,58,51,confirmed,synthetic
EMPRESI-ASF-0001180,WAHIS-ASF-ROU-2020-08-10-06,WAHIS,African swine fever,ASF,Romania,ROU,46.6324,27.8473,2020-08-11,2020-08-23,2020-08-31,Sus scrofa domesticus,287,254,confirmed,synthetic
EMPRESI-ASF-0001059,WAHIS-ASF-FRA-2020-08-03-03,WAHIS,African swine fever,ASF,France,FRA,47.4463,-0.4822,2020-08-08,2020-08-24,2020-08-31,Sus scrofa domesticus,19,17,confirmed,synthetic
EMPRESI-ASF-0001191,WAHIS-ASF-SRB-2020-08-10-03,WAHIS,African swine fever,ASF,Serbia,SRB,43.8827,20.7458,2020-08-13,2020-08-24,2020-08-31,Sus scrofa (wild boar),20,18,confirmed,synthetic
EMPRESI-ASF-0001202,WAHIS-ASF-ISR-2020-08-10-04,WAHIS,African swine fever,ASF,Israel,ISR,31.3011,34.5083,2020-08-16,2020-08-24,2020-08-31,Sus scrofa domesticus,149,132,confirmed,synthetic
EMPRESI-ASF-0001188,WAHIS-ASF-SRB-2020-08-10-00,WAHIS,African swine fever,ASF,Serbia,SRB,43.2519,21.3074,2020-08-14,2020-08-28,2020-08-31,Sus scrofa domesticus,162,152,confirmed,synthetic
EMPRESI-ASF-0000989,WAHIS-ASF-NLD-2020-07-27-07,WAHIS,African swine fever,ASF,Netherlands,NLD,52.3465,6.8184,2020-07-28,2020-08-23,2020-09-01,Sus scrofa domesticus,21,20,confirmed,synthetic
EMPRESI-ASF-0001153,WAHIS-ASF-BEL-2020-08-10-01,WAHIS,African swine fever,ASF,Belgium,BEL,49.9676,5.4326,2020-08-16,2020-08-24,2020-09-01,Sus scrofa (wild boar),233,213,confirmed,synthetic
EMPRESI-ASF-0001126,WAHIS-ASF-RUS-2020-08-03-03,WAHIS,African swine fever,ASF,Russian Federation,RUS,59.4947,39.5566,2020-08-08,2020-08-21,2020-09-01,Sus scrofa domesticus,233,203,confirmed,synthetic
EMPRESI-ASF-0000502,WAHIS-ASF-RUS-2020-06-29-06,WAHIS,African swine fever,ASF,Russian Federation,RUS,53.3881,45.5682,2020-07-03,2020-08-25,2020-09-01,Sus scrofa (wild boar),74,60,confirmed,synthetic
EMPRESI-ASF-0001172,WAHIS-ASF-HUN-2020-08-10-02,WAHIS,African swine fever,ASF,Hungary,HUN,46.1541,18.0779,2020-08-12,2020-08-26,2020-09-01,Sus scrofa domesticus,136,126,confirmed,synthetic
EMPRESI-ASF-0000828,WAHIS-ASF-MDA-2020-07-13-03,WAHIS,African swine fever,ASF,Moldova,MDA,46.5526,29.4713,2020-07-14,2020-08-28,2020-09-01,Sus scrofa (wild boar),12,12,confirmed,synthetic
EMPRESI-ASF-0001086,WAHIS-ASF-BEL-2020-08-03-06,WAHIS,African swine fever,ASF,Belgium,BEL,50.1183,4.7262,2020-08-08,2020-08-26,2020-09-01,Sus scrofa (wild boar),114,100,confirmed,synthetic
EMPRESI-ASF-0001043,WAHIS-ASF-RUS-2020-07-27-02,WAHIS,African swine fever,ASF,Russian Federation,RUS,53.8987,35.5511,2020-07-28,2020-08-23,2020-09-01,Sus scrofa domesticus,478,428,confirmed,synthetic
EMPRESI-ASF-0000633,WAHIS-ASF-ROU-2020-07-06-01,WAHIS,African swine fever,ASF,Romania,ROU,47.3343,26.174,2020-07-07,2020-08-22,2020-09-01,Sus scrofa (wild boar),3,2,confirmed,synthetic
EMPRESI-ASF-0001212,WAHIS-ASF-DEU-2020-08-17-06,WAHIS,African swine fever,ASF,Germany,DEU,51.1439,6.5373,2020-08-23,2020-08-26,2020-09-01,Sus scrofa (wild boar),230,202,confirmed,synthetic
EMPRESI-ASF-0001142,WAHIS-ASF-DEU-2020-08-10-00,WAHIS,African swine fever,ASF,Germany,DEU,51.3419,9.2962,2020-08-11,2020-08-26,2020-09-01,Sus scrofa domesticus,92,86,confirmed,synthetic
EMPRESI-ASF-0001213,WAHIS-ASF-NLD-2020-08-17-00,WAHIS,African swine fever,ASF,Netherlands,NLD,53.0938,6.1805,2020-08-21,2020-08-26,2020-09-01,Sus scrofa (wild boar),67,61,confirmed,synthetic
EMPRESI-ASF-0000930,WAHIS-ASF-BGR-2020-07-20-01,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.3386,26.2038,2020-07-25,2020-08-22,2020-09-01,Sus scrofa domesticus,204,179,confirmed,synthetic
EMPRESI-ASF-0001239,WAHIS-ASF-RUS-2020-08-17-00,WAHIS,African swine fever,ASF,Russian Federation,RUS,53.763,40.5995,2020-08-21,2020-08-26,2020-09-01,Sus scrofa (wild boar),227,211,confirmed,synthetic
EMPRESI-ASF-0001131,WAHIS-ASF-TUR-2020-08-03-02,WAHIS,African swine fever,ASF,Türkiye,TUR,37.8277,30.7897,2020-08-09,2020-08-28,2020-09-02,Sus scrofa domesticus,5,4,confirmed,synthetic
EMPRESI-ASF-0001155,WAHIS-ASF-BEL-2020-08-10-03,WAHIS,African swine fever,ASF,Belgium,BEL,50.0869,4.4895,2020-08-15,2020-08-23,2020-09-02,Sus scrofa (wild boar),212,193,confirmed,synthetic
EMPRESI-ASF-0000933,WAHIS-ASF-BGR-2020-07-20-04,WAHIS,African swine fever,ASF,Bulgaria,BGR,44.0812,25.146,2020-07-21,2020-08-23,2020-09-02,Sus scrofa domesticus,39,34,confirmed,synthetic
EMPRESI-ASF-0000970,WAHIS-ASF-FRA-2020-07-27-08,WAHIS,African swine fever,ASF,France,FRA,45.8841,-0.854,2020-07-28,2020-08-28,2020-09-02,Sus scrofa (wild boar),31,25,confirmed,synthetic
EMPRESI-ASF-0001152,WAHIS-ASF-BEL-2020-08-10-00,WAHIS,African swine fever,ASF,Belgium,BEL,51.1119,4.8146,2020-08-10,2020-08-18,2020-09-02,Sus scrofa (wild boar),61,50,confirmed,synthetic
EMPRESI-ASF-0001089,WAHIS-ASF-ITA-2020-08-03-01,WAHIS,African swine fever,ASF,Italy,ITA,43.3375,10.4315,2020-08-09,2020-08-20,2020-09-03,Sus scrofa (wild boar),76,65,confirmed,synthetic
EMPRESI-ASF-0001044,WAHIS-ASF-RUS-2020-07-27-03,WAHIS,African swine fever,ASF,Russian Federation,RUS,51.8087,49.7495,2020-08-01,2020-08-25,2020-09-03,Sus scrofa (wild boar),24,20,confirmed,synthetic
EMPRESI-ASF-0001151,WAHIS-ASF-NLD-2020-08-10-02,WAHIS,African swine fever,ASF,Netherlands,NLD,52.1579,4.1682,2020-08-14,2020-08-27,2020-09-03,Sus scrofa domesticus,3,3,confirmed,synthetic
EMPRESI-ASF-0001141,WAHIS-ASF-FRA-2020-08-10-02,WAHIS,African swine fever,ASF,France,FRA,44.3534,4.549,2020-08-15,2020-08-28,2020-09-03,Sus scrofa domesticus,89,77,confirmed,synthetic
EMPRESI-ASF-0000911,WAHIS-ASF-POL-2020-07-20-09,WAHIS,African swine fever,ASF,Poland,POL,50.5995,18.3679,2020-07-22,2020-08-27,2020-09-03,Sus scrofa (wild boar),41,35,confirmed,synthetic
EMPRESI-ASF-0000487,WAHIS-ASF-UKR-2020-06-29-03,WAHIS,African swine fever,ASF,Ukraine,UKR,46.7094,32.234,2020-07-02,2020-08-29,2020-09-03,Sus scrofa domesticus,70,59,confirmed,synthetic
EMPRESI-ASF-0001000,WAHIS-ASF-ITA-2020-07-27-02,WAHIS,African swine fever,ASF,Italy,ITA,44.0183,14.3454,2020-07-31,2020-08-23,2020-09-03,Sus scrofa domesticus,132,118,confirmed,synthetic
EMPRESI-ASF-0001185,WAHIS-ASF-BGR-2020-08-10-02,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.6744,26.4358,2020-08-11,2020-08-29,2020-09-03,Sus scrofa (wild boar),159,148,confirmed,synthetic
EMPRESI-ASF-0001065,WAHIS-ASF-DEU-2020-08-03-00,WAHIS,African swine fever,ASF,Germany,DEU,48.6641,10.2706,2020-08-09,2020-08-21,2020-09-03,Sus scrofa domesticus,95,81,confirmed,synthetic
EMPRESI-ASF-0001135,WAHIS-ASF-ISR-2020-08-03-00,WAHIS,African swine fever,ASF,Israel,ISR,30.69,34.7812,2020-08-06,2020-08-26,2020-09-03,Sus scrofa domesticus,78,66,confirmed,synthetic
EMPRESI-ASF-0001193,WAHIS-ASF-UKR-2020-08-10-01,WAHIS,African swine fever,ASF,Ukraine,UKR,50.7608,28.6182,2020-08-11,2020-08-25,2020-09-03,Sus scrofa (wild boar),325,287,confirmed,synthetic
EMPRESI-ASF-0000967,WAHIS-ASF-FRA-2020-07-27-05,WAHIS,African swine fever,ASF,France,FRA,43.7882,5.384,2020-07-31,2020-08-25,2020-09-03,Sus scrofa (wild boar),23,21,confirmed,synthetic
EMPRESI-ASF-0001075,WAHIS-ASF-NLD-2020-08-03-01,WAHIS,African swine fever,ASF,Netherlands,NLD,52.183,5.4913,2020-08-06,2020-08-24,2020-09-03,Sus scrofa (wild boar),83,73,confirmed,synthetic
EMPRESI-ASF-0001211,WAHIS-ASF-DEU-2020-08-17-05,WAHIS,African swine fever,ASF,Germany,DEU,50.1949,7.4141,2020-08-20,2020-08-24,2020-09-03,Sus scrofa domesticus,7,7,confirmed,synthetic
EMPRESI-ASF-0000822,WAHIS-ASF-UKR-2020-07-13-02,WAHIS,African swine fever,ASF,Ukraine,UKR,51.4789,29.5315,2020-07-13,2020-08-27,2020-09-04,Sus scrofa domesticus,2,2,confirmed,synthetic
EMPRESI-ASF-0001127,WAHIS-ASF-RUS-2020-08-03-04,WAHIS,African swine fever,ASF,Russian Federation,RUS,61.4443,44.7525,2020-08-07,2020-08-30,2020-09-04,Sus scrofa (wild boar),369,328,confirmed,synthetic
EMPRESI-ASF-0000648,WAHIS-ASF-BGR-2020-07-06-06,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.9216,27.2355,2020-07-10,2020-08-28,2020-09-04,Sus scrofa (wild boar),109,98,confirmed,synthetic
EMPRESI-ASF-0000663,WAHIS-ASF-UKR-2020-07-06-04,WAHIS,African swine fever,ASF,Ukraine,UKR,49.3015,35.2834,2020-07-12,2020-08-28,2020-09-04,Sus scrofa domesticus,407,343,confirmed,synthetic
EMPRESI-ASF-0001157,WAHIS-ASF-BEL-2020-08-10-05,WAHIS,African swine fever,ASF,Belgium,BEL,49.9359,5.4063,2020-08-16,2020-08-28,2020-09-04,Sus scrofa domesticus,104,89,confirmed,synthetic
EMPRESI-ASF-0000501,WAHIS-ASF-RUS-2020-06-29-05,WAHIS,African swine fever,ASF,Russian Federation,RUS,53.7467,53.6745,2020-07-01,2020-08-27,2020-09-04,Sus scrofa (wild boar),12,10,confirmed,synthetic
EMPRESI-ASF-0000623,WAHIS-ASF-HUN-2020-07-06-01,WAHIS,African swine fever,ASF,Hungary,HUN,46.4487,19.2341,2020-07-07,2020-08-22,2020-09-04,Sus scrofa domesticus,286,249,confirmed,synthetic
EMPRESI-ASF-0000618,WAHIS-ASF-POL-2020-07-06-18,WAHIS,African swine fever,ASF,Poland,POL,52.867,15.2574,2020-07-10,2020-08-28,2020-09-04,Sus scrofa (wild boar),29,24,confirmed,synthetic
EMPRESI-ASF-0001242,WAHIS-ASF-GEO-2020-08-17-00,WAHIS,African swine fever,ASF,Georgia,GEO,41.4355,41.9609,2020-08-21,2020-08-27,2020-09-04,Sus scrofa domesticus,53,46,confirmed,synthetic
EMPRESI-ASF-0001234,WAHIS-ASF-UKR-2020-08-17-00,WAHIS,African swine fever,ASF,Ukraine,UKR,49.0593,25.52,2020-08-17,2020-08-25,2020-09-04,Sus scrofa domesticus,26,22,confirmed,synthetic
EMPRESI-ASF-0001096,WAHIS-ASF-ESP-2020-08-03-03,WAHIS,African swine fever,ASF,Spain,ESP,38.0554,-1.4834,2020-08-03,2020-08-25,2020-09-05,Sus scrofa (wild boar),28,26,confirmed,synthetic
EMPRESI-ASF-0001068,WAHIS-ASF-DEU-2020-08-03-03,WAHIS,African swine fever,ASF,Germany,DEU,49.1845,9.1799,2020-08-06,2020-08-28,2020-09-05,Sus scrofa domesticus,47,41,confirmed,synthetic
EMPRESI-ASF-0000966,WAHIS-ASF-FRA-2020-07-27-04,WAHIS,African swine fever,ASF,France,FRA,45.0521,4.1626,2020-07-29,2020-08-28,2020-09-05,Sus scrofa domesticus,85,69,confirmed,synthetic
EMPRESI-ASF-0001005,WAHIS-ASF-ESP-2020-07-27-02,WAHIS,African swine fever,ASF,Spain,ESP,43.5447,-5.4947,2020-07-29,2020-08-25,2020-09-05,Sus scrofa domesticus,73,64,confirmed,synthetic
EMPRESI-ASF-0001124,WAHIS-ASF-RUS-2020-08-03-01,WAHIS,African swine fever,ASF,Russian Federation,RUS,51.5173,38.1831,2020-08-09,2020-08-23,2020-09-05,Sus scrofa (wild boar),224,203,confirmed,synthetic
EMPRESI-ASF-0001062,WAHIS-ASF-FRA-2020-08-03-06,WAHIS,African swine fever,ASF,France,FRA,44.5038,-1.4693,2020-08-07,2020-08-26,2020-09-05,Sus scrofa (wild boar),94,83,confirmed,synthetic
EMPRESI-ASF-0001194,WAHIS-ASF-MDA-2020-08-10-00,WAHIS,African swine fever,ASF,Moldova,MDA,46.7903,28.3722,2020-08-15,2020-08-27,2020-09-05,Sus scrofa (wild boar),159,139,confirmed,synthetic
EMPRESI-ASF-0001221,WAHIS-ASF-BEL-2020-08-17-05,WAHIS,African swine fever,ASF,Belgium,BEL,50.7577,5.0415,2020-08-22,2020-08-28,2020-09-05,Sus scrofa domesticus,51,47,confirmed,synthetic
