iso3,country,year,item,element,unit,value,release_date,data_realism
TUN,Tunisia,2021,chickens,Stocks,1000 head,33790.1,2022-07-15,synthetic
TUN,Tunisia,2021,pigs,Stocks,1000 head,5.6,2022-07-15,synthetic
TUN,Tunisia,2021,cattle,Stocks,1000 head,600.7,2022-07-15,synthetic
TUN,Tunisia,2022,chickens,Stocks,1000 head,36234.9,2023-07-15,synthetic
TUN,Tunisia,2022,pigs,Stocks,1000 head,6.0,2023-07-15,synthetic
TUN,Tunisia,2022,cattle,Stocks,1000 head,644.2,2023-07-15,synthetic
TUN,Tunisia,2023,chickens,Stocks,1000 head,37655.4,2024-07-15,synthetic
TUN,Tunisia,2023,pigs,Stocks,1000 head,6.3,2024-07-15,synthetic
TUN,Tunisia,2023,cattle,Stocks,1000 head,669.4,2024-07-15,synthetic
TUN,Tunisia,2024,chickens,Stocks,1000 head,35464.1,2025-07-15,synthetic
TUN,Tunisia,2024,pigs,Stocks,1000 head,5.9,2025-07-15,synthetic
TUN,Tunisia,2024,cattle,Stocks,1000 head,630.5,2025-07-15,synthetic
TUN,Tunisia,2025,chickens,Stocks,1000 head,36448.4,2026-07-15,synthetic
TUN,Tunisia,2025,pigs,Stocks,1000 head,6.1,2026-07-15,synthetic
TUN,Tunisia,2025,cattle,Stocks,1000 head,648.0,2026-07-15,synthetic
MAR,Morocco,2020,chickens,Stocks,1000 head,192140.3,2021-07-15,synthetic
MAR,Morocco,2020,pigs,Stocks,1000 head,9.1,2021-07-15,synthetic
MAR,Morocco,2020,cattle,Stocks,1000 head,3236.0,2021-07-15,synthetic
MAR,Morocco,2021,chickens,Stocks,1000 head,186582.9,2022-07-15,synthetic
MAR,Morocco,2021,pigs,Stocks,1000 head,8.8,2022-07-15,synthetic
MAR,Morocco,2021,cattle,Stocks,1000 head,3142.4,2022-07-15,synthetic
MAR,Morocco,2022,chickens,Stocks,1000 head,198083.0,2023-07-15,synthetic
MAR,Morocco,2022,pigs,Stocks,1000 head,9.4,2023-07-15,synthetic
MAR,Morocco,2022,cattle,Stocks,1000 head,3336.1,2023-07-15,synthetic
MAR,Morocco,2023,chickens,Stocks,1000 head,189985.5,2024-07-15,synthetic
MAR,Morocco,2023,pigs,Stocks,1000 head,9.0,2024-07-15,synthetic
MAR,Morocco,2023,cattle,Stocks,1000 head,3199.8,2024-07-15,synthetic
MAR,Morocco,2024,chickens,Stocks,1000 head,197018.3,2025-07-15,synthetic
MAR,Morocco,2024,pigs,Stocks,1000 head,9.3,2025-07-15,synthetic
MAR,Morocco,2024,cattle,Stocks,1000 head,3318.2,2025-07-15,synthetic
MAR,Morocco,2025,chickens,Stocks,1000 head,198923.0,2026-07-15,synthetic
MAR,Morocco,2025,pigs,Stocks,1000 head,9.4,2026-07-15,synthetic
MAR,Morocco,2025,cattle,Stocks,1000 head,3350.3,2026-07-15,synthetic
