week_start,iso3,t2m_mean_c,t2m_min_c,t2m_max_c,total_precipitation_mm,relative_humidity_pct,wind_speed_10m_ms,aggregation,release_lag_days,data_realism
2021-08-02,MAR,24.778,20.178,29.878,18.78,56.15,3.376,country_area_weighted_mean,6,synthetic
2021-08-09,FRA,24.672,20.072,29.772,20.117,53.51,3.402,country_area_weighted_mean,6,synthetic
2021-08-09,DEU,24.515,19.915,29.615,19.503,52.52,3.39,country_area_weighted_mean,6,synthetic
2021-08-09,NLD,24.122,19.522,29.222,13.34,55.65,3.267,country_area_weighted_mean,6,synthetic
2021-08-09,BEL,22.897,18.297,27.997,17.798,62.3,3.356,country_area_weighted_mean,6,synthetic
2021-08-09,ITA,27.624,23.024,32.724,10.689,56.05,3.214,country_area_weighted_mean,6,synthetic
2021-08-09,ESP,26.73,22.13,31.83,12.982,50.09,3.26,country_area_weighted_mean,6,synthetic
2021-08-09,POL,25.13,20.53,30.23,17.424,53.47,3.348,country_area_weighted_mean,6,synthetic
2021-08-09,HUN,24.355,19.755,29.455,13.237,60.32,3.265,country_area_weighted_mean,6,synthetic
2021-08-09,ROU,24.256,19.656,29.356,18.404,52.17,3.368,country_area_weighted_mean,6,synthetic
2021-08-09,BGR,24.517,19.917,29.617,17.469,56.92,3.349,country_area_weighted_mean,6,synthetic
2021-08-09,SRB,25.97,21.37,31.07,12.937,49.47,3.259,country_area_weighted_mean,6,synthetic
2021-08-09,UKR,24.777,20.177,29.877,11.761,53.24,3.235,country_area_weighted_mean,6,synthetic
2021-08-09,MDA,26.875,22.275,31.975,14.111,53.2,3.282,country_area_weighted_mean,6,synthetic
2021-08-09,RUS,24.009,19.409,29.109,17.665,52.64,3.353,country_area_weighted_mean,6,synthetic
2021-08-09,TUR,25.852,21.252,30.952,10.555,53.37,3.211,country_area_weighted_mean,6,synthetic
2021-08-09,GEO,25.629,21.029,30.729,19.578,49.74,3.392,country_area_weighted_mean,6,synthetic
2021-08-09,ISR,26.816,22.216,31.916,10.881,51.59,3.218,country_area_weighted_mean,6,synthetic
2021-08-09,EGY,29.425,24.825,34.525,8.094,52.01,3.162,country_area_weighted_mean,6,synthetic
2021-08-09,TUN,25.037,20.437,30.137,15.485,50.61,3.31,country_area_weighted_mean,6,synthetic
2021-08-09,MAR,26.508,21.908,31.608,18.146,54.65,3.363,country_area_weighted_mean,6,synthetic
2021-08-16,FRA,24.795,20.195,29.895,18.594,54.77,3.372,country_area_weighted_mean,6,synthetic
2021-08-16,DEU,22.574,17.974,27.674,16.539,54.49,3.331,country_area_weighted_mean,6,synthetic
2021-08-16,NLD,24.399,19.799,29.499,32.555,54.95,3.651,country_area_weighted_mean,6,synthetic
2021-08-16,BEL,22.64,18.04,27.74,25.116,60.98,3.502,country_area_weighted_mean,6,synthetic
2021-08-16,ITA,25.791,21.191,30.891,24.592,56.78,3.492,country_area_weighted_mean,6,synthetic
2021-08-16,ESP,27.902,23.302,33.002,13.401,50.06,3.268,country_area_weighted_mean,6,synthetic
2021-08-16,POL,24.287,19.687,29.387,14.831,54.02,3.297,country_area_weighted_mean,6,synthetic
2021-08-16,HUN,23.468,18.868,28.568,14.816,58.34,3.296,country_area_weighted_mean,6,synthetic
2021-08-16,ROU,24.415,19.815,29.515,18.205,50.28,3.364,country_area_weighted_mean,6,synthetic
2021-08-16,BGR,25.33,20.73,30.43,14.895,55.43,3.298,country_area_weighted_mean,6,synthetic
2021-08-16,SRB,24.827,20.227,29.927,18.958,56.42,3.379,country_area_weighted_mean,6,synthetic
2021-08-16,UKR,22.086,17.486,27.186,17.722,58.16,3.354,country_area_weighted_mean,6,synthetic
2021-08-16,MDA,26.874,22.274,31.974,19.236,55.96,3.385,country_area_weighted_mean,6,synthetic
2021-08-16,RUS,22.793,18.193,27.893,13.87,56.99,3.277,country_area_weighted_mean,6,synthetic
2021-08-16,TUR,25.806,21.206,30.906,11.489,56.72,3.23,country_area_weighted_mean,6,synthetic
2021-08-16,GEO,23.589,18.989,28.689,17.71,49.66,3.354,country_area_weighted_mean,6,synthetic
2021-08-16,ISR,25.34,20.74,30.44,18.44,57.21,3.369,country_area_weighted_mean,6,synthetic
2021-08-16,EGY,29.834,25.234,34.934,10.282,51.0,3.206,country_area_weighted_mean,6,synthetic
2021-08-16,TUN,26.297,21.697,31.397,9.213,51.08,3.184,country_area_weighted_mean,6,synthetic
2021-08-16,MAR,26.683,22.083,31.783,12.044,50.02,3.241,country_area_weighted_mean,6,synthetic
2021-08-23,FRA,22.073,17.473,27.173,19.391,59.78,3.388,country_area_weighted_mean,6,synthetic
2021-08-23,DEU,22.382,17.782,27.482,14.723,54.1,3.294,country_area_weighted_mean,6,synthetic
2021-08-23,NLD,24.547,19.947,29.647,14.57,52.77,3.291,country_area_weighted_mean,6,synthetic
2021-08-23,BEL,22.127,17.527,27.227,26.85,62.52,3.537,country_area_weighted_mean,6,synthetic
2021-08-23,ITA,26.178,21.578,31.278,13.744,54.79,3.275,country_area_weighted_mean,6,synthetic
2021-08-23,ESP,27.235,22.635,32.335,13.21,49.01,3.264,country_area_weighted_mean,6,synthetic
2021-08-23,POL,24.122,19.522,29.222,16.916,55.0,3.338,country_area_weighted_mean,6,synthetic
2021-08-23,HUN,22.353,17.753,27.453,18.225,59.07,3.364,country_area_weighted_mean,6,synthetic
2021-08-23,ROU,22.908,18.308,28.008,18.893,54.6,3.378,country_area_weighted_mean,6,synthetic
2021-08-23,BGR,25.992,21.392,31.092,20.463,57.9,3.409,country_area_weighted_mean,6,synthetic
2021-08-23,SRB,23.641,19.041,28.741,23.831,52.81,3.477,country_area_weighted_mean,6,synthetic
2021-08-23,UKR,21.888,17.288,26.988,19.205,56.0,3.384,country_area_weighted_mean,6,synthetic
2021-08-23,MDA,25.235,20.635,30.335,17.424,51.3,3.348,country_area_weighted_mean,6,synthetic
2021-08-23,RUS,22.26,17.66,27.36,12.192,57.69,3.244,country_area_weighted_mean,6,synthetic
2021-08-23,TUR,25.257,20.657,30.357,13.628,58.02,3.273,country_area_weighted_mean,6,synthetic
2021-08-23,GEO,23.323,18.723,28.423,16.257,47.36,3.325,country_area_weighted_mean,6,synthetic
2021-08-23,ISR,23.929,19.329,29.029,22.958,53.88,3.459,country_area_weighted_mean,6,synthetic
2021-08-23,EGY,29.882,25.282,34.982,9.941,52.12,3.199,country_area_weighted_mean,6,synthetic
2021-08-23,TUN,23.291,18.691,28.391,4.813,51.2,3.096,country_area_weighted_mean,6,synthetic
2021-08-23,MAR,25.32,20.72,30.42,18.323,58.6,3.366,country_area_weighted_mean,6,synthetic
2021-08-30,FRA,21.877,17.277,26.977,12.248,61.09,3.245,country_area_weighted_mean,6,synthetic
2021-08-30,DEU,22.384,17.784,27.484,13.967,55.66,3.279,country_area_weighted_mean,6,synthetic
2021-08-30,NLD,25.238,20.638,30.338,11.475,57.08,3.229,country_area_weighted_mean,6,synthetic
2021-08-30,BEL,21.13,16.53,26.23,21.616,62.69,3.432,country_area_weighted_mean,6,synthetic
2021-08-30,ITA,24.998,20.398,30.098,19.334,59.08,3.387,country_area_weighted_mean,6,synthetic
2021-08-30,ESP,24.427,19.827,29.527,13.493,50.8,3.27,country_area_weighted_mean,6,synthetic
2021-08-30,POL,22.766,18.166,27.866,19.225,58.91,3.385,country_area_weighted_mean,6,synthetic
2021-08-30,HUN,21.518,16.918,26.618,12.164,59.77,3.243,country_area_weighted_mean,6,synthetic
2021-08-30,ROU,21.782,17.182,26.882,19.617,56.82,3.392,country_area_weighted_mean,6,synthetic
2021-08-30,BGR,26.653,22.053,31.753,18.608,57.87,3.372,country_area_weighted_mean,6,synthetic
2021-08-30,SRB,21.923,17.323,27.023,22.17,55.23,3.443,country_area_weighted_mean,6,synthetic
2021-08-30,UKR,23.026,18.426,28.126,18.928,56.56,3.379,country_area_weighted_mean,6,synthetic
2021-08-30,MDA,24.059,19.459,29.159,16.523,48.38,3.33,country_area_weighted_mean,6,synthetic
2021-08-30,RUS,22.433,17.833,27.533,15.193,54.99,3.304,country_area_weighted_mean,6,synthetic
2021-08-30,TUR,26.686,22.086,31.786,16.321,55.19,3.326,country_area_weighted_mean,6,synthetic
2021-08-30,GEO,25.391,20.791,30.491,10.088,51.34,3.202,country_area_weighted_mean,6,synthetic
2021-08-30,ISR,24.145,19.545,29.245,19.218,54.33,3.384,country_area_weighted_mean,6,synthetic
2021-08-30,EGY,29.822,25.222,34.922,14.178,52.36,3.284,country_area_weighted_mean,6,synthetic
2021-08-30,TUN,24.203,19.603,29.303,5.942,48.1,3.119,country_area_weighted_mean,6,synthetic
2021-08-30,MAR,27.625,23.025,32.725,19.123,56.68,3.382,country_area_weighted_mean,6,synthetic
2021-09-06,FRA,19.866,15.266,24.966,17.105,55.51,3.342,country_area_weighted_mean,6,synthetic
2021-09-06,DEU,20.866,16.266,25.966,13.453,57.57,3.269,country_area_weighted_mean,6,synthetic
2021-09-06,NLD,23.573,18.973,28.673,21.886,62.75,3.438,country_area_weighted_mean,6,synthetic
2021-09-06,BEL,21.241,16.641,26.341,19.768,61.35,3.395,country_area_weighted_mean,6,synthetic
2021-09-06,ITA,24.518,19.918,29.618,22.117,60.42,3.442,country_area_weighted_mean,6,synthetic
2021-09-06,ESP,22.203,17.603,27.303,8.555,54.99,3.171,country_area_weighted_mean,6,synthetic
2021-09-06,POL,19.599,14.999,24.699,14.714,57.51,3.294,country_area_weighted_mean,6,synthetic
2021-09-06,HUN,21.711,17.111,26.811,14.53,60.94,3.291,country_area_weighted_mean,6,synthetic
2021-09-06,ROU,19.712,15.112,24.812,17.313,55.38,3.346,country_area_weighted_mean,6,synthetic
2021-09-06,BGR,23.867,19.267,28.967,34.956,59.3,3.699,country_area_weighted_mean,6,synthetic
2021-09-06,SRB,19.0,14.4,24.1,23.539,59.38,3.471,country_area_weighted_mean,6,synthetic
2021-09-06,UKR,23.482,18.882,28.582,32.018,56.12,3.64,country_area_weighted_mean,6,synthetic
2021-09-06,MDA,22.261,17.661,27.361,10.352,55.09,3.207,country_area_weighted_mean,6,synthetic
2021-09-06,RUS,20.929,16.329,26.029,9.746,52.9,3.195,country_area_weighted_mean,6,synthetic
2021-09-06,TUR,23.377,18.777,28.477,20.979,63.19,3.42,country_area_weighted_mean,6,synthetic
2021-09-06,GEO,24.468,19.868,29.568,14.91,50.39,3.298,country_area_weighted_mean,6,synthetic
2021-09-06,ISR,21.196,16.596,26.296,8.88,53.24,3.178,country_area_weighted_mean,6,synthetic
2021-09-06,EGY,28.029,23.429,33.129,8.021,54.48,3.16,country_area_weighted_mean,6,synthetic
2021-09-06,TUN,24.397,19.797,29.497,8.353,46.45,3.167,country_area_weighted_mean,6,synthetic
2021-09-06,MAR,25.416,20.816,30.516,14.936,55.14,3.299,country_area_weighted_mean,6,synthetic
2021-09-13,FRA,18.187,13.587,23.287,22.126,60.79,3.443,country_area_weighted_mean,6,synthetic
2021-09-13,DEU,20.506,15.906,25.606,26.521,62.64,3.53,country_area_weighted_mean,6,synthetic
2021-09-13,NLD,20.866,16.266,25.966,32.21,64.65,3.644,country_area_weighted_mean,6,synthetic
2021-09-13,BEL,19.493,14.893,24.593,20.265,63.06,3.405,country_area_weighted_mean,6,synthetic
2021-09-13,ITA,24.384,19.784,29.484,19.649,58.46,3.393,country_area_weighted_mean,6,synthetic
2021-09-13,ESP,21.313,16.713,26.413,11.219,54.58,3.224,country_area_weighted_mean,6,synthetic
2021-09-13,POL,19.114,14.514,24.214,16.891,57.48,3.338,country_area_weighted_mean,6,synthetic
2021-09-13,HUN,19.935,15.335,25.035,11.428,61.6,3.229,country_area_weighted_mean,6,synthetic
2021-09-13,ROU,18.471,13.871,23.571,14.816,53.08,3.296,country_area_weighted_mean,6,synthetic
2021-09-13,BGR,22.69,18.09,27.79,27.56,58.17,3.551,country_area_weighted_mean,6,synthetic
2021-09-13,SRB,18.19,13.59,23.29,13.707,59.78,3.274,country_area_weighted_mean,6,synthetic
2021-09-13,UKR,19.322,14.722,24.422,37.964,60.71,3.759,country_area_weighted_mean,6,synthetic
2021-09-13,MDA,19.37,14.77,24.47,20.575,58.69,3.412,country_area_weighted_mean,6,synthetic
2021-09-13,RUS,17.718,13.118,22.818,14.813,59.32,3.296,country_area_weighted_mean,6,synthetic
2021-09-13,TUR,23.605,19.005,28.705,14.831,57.86,3.297,country_area_weighted_mean,6,synthetic
2021-09-13,GEO,23.16,18.56,28.26,24.245,57.56,3.485,country_area_weighted_mean,6,synthetic
2021-09-13,ISR,21.609,17.009,26.709,15.521,58.29,3.31,country_area_weighted_mean,6,synthetic
2021-09-13,EGY,26.315,21.715,31.415,11.124,57.35,3.222,country_area_weighted_mean,6,synthetic
2021-09-13,TUN,24.186,19.586,29.286,8.305,49.17,3.166,country_area_weighted_mean,6,synthetic
2021-09-13,MAR,24.271,19.671,29.371,16.383,56.12,3.328,country_area_weighted_mean,6,synthetic
2021-09-20,FRA,14.54,9.94,19.64,9.986,57.03,3.2,country_area_weighted_mean,6,synthetic
2021-09-20,DEU,18.974,14.374,24.074,23.78,67.92,3.476,country_area_weighted_mean,6,synthetic
2021-09-20,NLD,18.794,14.194,23.894,32.108,63.73,3.642,country_area_weighted_mean,6,synthetic
2021-09-20,BEL,17.791,13.191,22.891,15.584,57.51,3.312,country_area_weighted_mean,6,synthetic
2021-09-20,ITA,22.98,18.38,28.08,13.546,56.2,3.271,country_area_weighted_mean,6,synthetic
2021-09-20,ESP,19.117,14.517,24.217,13.259,48.63,3.265,country_area_weighted_mean,6,synthetic
2021-09-20,POL,15.98,11.38,21.08,12.451,53.86,3.249,country_area_weighted_mean,6,synthetic
2021-09-20,HUN,19.837,15.237,24.937,7.932,52.92,3.159,country_area_weighted_mean,6,synthetic
2021-09-20,ROU,17.237,12.637,22.337,18.499,60.33,3.37,country_area_weighted_mean,6,synthetic
2021-09-20,BGR,20.161,15.561,25.261,22.226,64.53,3.445,country_area_weighted_mean,6,synthetic
2021-09-20,SRB,19.769,15.169,24.869,16.232,56.6,3.325,country_area_weighted_mean,6,synthetic
2021-09-20,UKR,16.424,11.824,21.524,22.249,59.56,3.445,country_area_weighted_mean,6,synthetic
2021-09-20,MDA,15.412,10.812,20.512,14.24,56.07,3.285,country_area_weighted_mean,6,synthetic
2021-09-20,RUS,17.688,13.088,22.788,16.887,59.93,3.338,country_area_weighted_mean,6,synthetic
2021-09-20,TUR,21.83,17.23,26.93,14.08,58.21,3.282,country_area_weighted_mean,6,synthetic
2021-09-20,GEO,20.895,16.295,25.995,16.461,51.97,3.329,country_area_weighted_mean,6,synthetic
2021-09-20,ISR,21.96,17.36,27.06,17.261,60.59,3.345,country_area_weighted_mean,6,synthetic
2021-09-20,EGY,23.007,18.407,28.107,11.766,56.38,3.235,country_area_weighted_mean,6,synthetic
2021-09-20,TUN,20.599,15.999,25.699,13.612,56.13,3.272,country_area_weighted_mean,6,synthetic
2021-09-20,MAR,23.261,18.661,28.361,13.396,56.7,3.268,country_area_weighted_mean,6,synthetic
2021-09-27,FRA,13.264,8.664,18.364,14.036,58.91,3.281,country_area_weighted_mean,6,synthetic
2021-09-27,DEU,17.066,12.466,22.166,25.687,65.46,3.514,country_area_weighted_mean,6,synthetic
2021-09-27,NLD,15.597,10.997,20.697,22.285,57.21,3.446,country_area_weighted_mean,6,synthetic
2021-09-27,BEL,14.945,10.345,20.045,13.249,60.91,3.265,country_area_weighted_mean,6,synthetic
2021-09-27,ITA,21.162,16.562,26.262,13.598,60.14,3.272,country_area_weighted_mean,6,synthetic
2021-09-27,ESP,19.267,14.667,24.367,24.917,56.7,3.498,country_area_weighted_mean,6,synthetic
2021-09-27,POL,13.479,8.879,18.579,8.513,54.61,3.17,country_area_weighted_mean,6,synthetic
2021-09-27,HUN,18.812,14.212,23.912,12.834,59.8,3.257,country_area_weighted_mean,6,synthetic
2021-09-27,ROU,15.527,10.927,20.627,18.771,57.82,3.375,country_area_weighted_mean,6,synthetic
2021-09-27,BGR,17.459,12.859,22.559,37.108,67.46,3.742,country_area_weighted_mean,6,synthetic
2021-09-27,SRB,17.541,12.941,22.641,11.761,55.31,3.235,country_area_weighted_mean,6,synthetic
2021-09-27,UKR,14.239,9.639,19.339,25.603,62.32,3.512,country_area_weighted_mean,6,synthetic
2021-09-27,MDA,15.08,10.48,20.18,21.295,59.05,3.426,country_area_weighted_mean,6,synthetic
2021-09-27,RUS,16.665,12.065,21.765,18.303,63.33,3.366,country_area_weighted_mean,6,synthetic
2021-09-27,TUR,21.257,16.657,26.357,19.222,56.53,3.384,country_area_weighted_mean,6,synthetic
2021-09-27,GEO,18.677,14.077,23.777,17.188,57.75,3.344,country_area_weighted_mean,6,synthetic
2021-09-27,ISR,22.094,17.494,27.194,14.062,54.12,3.281,country_area_weighted_mean,6,synthetic
2021-09-27,EGY,23.403,18.803,28.503,24.935,59.5,3.499,country_area_weighted_mean,6,synthetic
2021-09-27,TUN,22.351,17.751,27.451,8.842,49.98,3.177,country_area_weighted_mean,6,synthetic
2021-09-27,MAR,21.805,17.205,26.905,19.297,56.99,3.386,country_area_weighted_mean,6,synthetic
2021-10-04,FRA,12.374,7.774,17.474,20.957,62.2,3.419,country_area_weighted_mean,6,synthetic
2021-10-04,DEU,15.438,10.838,20.538,19.838,63.94,3.397,country_area_weighted_mean,6,synthetic
2021-10-04,NLD,14.879,10.279,19.979,21.771,57.94,3.435,country_area_weighted_mean,6,synthetic
2021-10-04,BEL,10.593,5.993,15.693,19.136,65.69,3.383,country_area_weighted_mean,6,synthetic
2021-10-04,ITA,18.845,14.245,23.945,12.172,56.72,3.243,country_area_weighted_mean,6,synthetic
2021-10-04,ESP,17.756,13.156,22.856,16.083,54.75,3.322,country_area_weighted_mean,6,synthetic
2021-10-04,POL,14.591,9.991,19.691,9.178,55.3,3.184,country_area_weighted_mean,6,synthetic
2021-10-04,HUN,14.682,10.082,19.782,15.125,57.45,3.303,country_area_weighted_mean,6,synthetic
2021-10-04,ROU,13.663,9.063,18.763,33.137,60.01,3.663,country_area_weighted_mean,6,synthetic
2021-10-04,BGR,15.569,10.969,20.669,20.022,59.97,3.4,country_area_weighted_mean,6,synthetic
2021-10-04,SRB,15.881,11.281,20.981,9.522,54.91,3.19,country_area_weighted_mean,6,synthetic
2021-10-04,UKR,12.805,8.205,17.905,23.261,58.68,3.465,country_area_weighted_mean,6,synthetic
2021-10-04,MDA,12.704,8.104,17.804,11.447,57.84,3.229,country_area_weighted_mean,6,synthetic
2021-10-04,RUS,14.928,10.328,20.028,21.828,63.75,3.437,country_area_weighted_mean,6,synthetic
2021-10-04,TUR,18.096,13.496,23.196,14.892,60.12,3.298,country_area_weighted_mean,6,synthetic
2021-10-04,GEO,19.129,14.529,24.229,16.049,55.1,3.321,country_area_weighted_mean,6,synthetic
2021-10-04,ISR,21.524,16.924,26.624,16.919,52.0,3.338,country_area_weighted_mean,6,synthetic
2021-10-04,EGY,21.779,17.179,26.879,36.633,61.02,3.733,country_area_weighted_mean,6,synthetic
2021-10-04,TUN,21.036,16.436,26.136,16.875,53.97,3.337,country_area_weighted_mean,6,synthetic
2021-10-04,MAR,19.107,14.507,24.207,19.617,57.56,3.392,country_area_weighted_mean,6,synthetic
2021-10-11,FRA,8.093,3.493,13.193,16.827,63.76,3.337,country_area_weighted_mean,6,synthetic
2021-10-11,DEU,13.353,8.753,18.453,21.36,58.76,3.427,country_area_weighted_mean,6,synthetic
2021-10-11,NLD,11.106,6.506,16.206,18.058,60.75,3.361,country_area_weighted_mean,6,synthetic
2021-10-11,BEL,10.261,5.661,15.361,15.044,65.94,3.301,country_area_weighted_mean,6,synthetic
2021-10-11,ITA,16.845,12.245,21.945,16.183,61.84,3.324,country_area_weighted_mean,6,synthetic
2021-10-11,ESP,17.635,13.035,22.735,28.917,60.98,3.578,country_area_weighted_mean,6,synthetic
2021-10-11,POL,12.088,7.488,17.188,10.233,58.4,3.205,country_area_weighted_mean,6,synthetic
2021-10-11,HUN,12.782,8.182,17.882,22.396,57.8,3.448,country_area_weighted_mean,6,synthetic
2021-10-11,ROU,14.975,10.375,20.075,22.387,58.55,3.448,country_area_weighted_mean,6,synthetic
2021-10-11,BGR,14.43,9.83,19.53,14.143,55.67,3.283,country_area_weighted_mean,6,synthetic
2021-10-11,SRB,15.697,11.097,20.797,12.512,55.36,3.25,country_area_weighted_mean,6,synthetic
2021-10-11,UKR,8.184,3.584,13.284,29.993,61.92,3.6,country_area_weighted_mean,6,synthetic
2021-10-11,MDA,10.268,5.668,15.368,19.159,61.63,3.383,country_area_weighted_mean,6,synthetic
2021-10-11,RUS,12.88,8.28,17.98,23.396,61.8,3.468,country_area_weighted_mean,6,synthetic
2021-10-11,TUR,15.994,11.394,21.094,19.717,57.31,3.394,country_area_weighted_mean,6,synthetic
2021-10-11,GEO,17.043,12.443,22.143,26.518,64.43,3.53,country_area_weighted_mean,6,synthetic
2021-10-11,ISR,21.553,16.953,26.653,14.841,51.13,3.297,country_area_weighted_mean,6,synthetic
2021-10-11,EGY,19.512,14.912,24.612,15.131,56.32,3.303,country_area_weighted_mean,6,synthetic
2021-10-11,TUN,19.447,14.847,24.547,14.846,51.1,3.297,country_area_weighted_mean,6,synthetic
2021-10-11,MAR,18.993,14.393,24.093,28.592,64.01,3.572,country_area_weighted_mean,6,synthetic
2021-10-18,FRA,8.662,4.062,13.762,14.891,58.54,3.298,country_area_weighted_mean,6,synthetic
2021-10-18,DEU,9.878,5.278,14.978,19.347,59.44,3.387,country_area_weighted_mean,6,synthetic
2021-10-18,NLD,8.162,3.562,13.262,11.732,60.79,3.235,country_area_weighted_mean,6,synthetic
2021-10-18,BEL,9.274,4.674,14.374,27.873,65.37,3.557,country_area_weighted_mean,6,synthetic
2021-10-18,ITA,14.212,9.612,19.312,26.61,63.06,3.532,country_area_weighted_mean,6,synthetic
2021-10-18,ESP,16.88,12.28,21.98,25.78,64.58,3.516,country_area_weighted_mean,6,synthetic
2021-10-18,POL,10.553,5.953,15.653,17.917,60.62,3.358,country_area_weighted_mean,6,synthetic
2021-10-18,HUN,11.468,6.868,16.568,35.99,61.39,3.72,country_area_weighted_mean,6,synthetic
2021-10-18,ROU,12.692,8.092,17.792,21.157,64.73,3.423,country_area_weighted_mean,6,synthetic
2021-10-18,BGR,14.183,9.583,19.283,14.695,58.63,3.294,country_area_weighted_mean,6,synthetic
2021-10-18,SRB,16.215,11.615,21.315,17.209,55.55,3.344,country_area_weighted_mean,6,synthetic
2021-10-18,UKR,5.824,1.224,10.924,19.238,60.89,3.385,country_area_weighted_mean,6,synthetic
2021-10-18,MDA,8.888,4.288,13.988,25.358,63.88,3.507,country_area_weighted_mean,6,synthetic
2021-10-18,RUS,11.299,6.699,16.399,31.962,64.88,3.639,country_area_weighted_mean,6,synthetic
2021-10-18,TUR,14.833,10.233,19.933,14.672,58.98,3.293,country_area_weighted_mean,6,synthetic
2021-10-18,GEO,15.974,11.374,21.074,24.078,59.92,3.482,country_area_weighted_mean,6,synthetic
2021-10-18,ISR,19.094,14.494,24.194,16.291,57.05,3.326,country_area_weighted_mean,6,synthetic
2021-10-18,EGY,18.14,13.54,23.24,16.497,58.94,3.33,country_area_weighted_mean,6,synthetic
2021-10-18,TUN,15.807,11.207,20.907,7.922,53.84,3.158,country_area_weighted_mean,6,synthetic
2021-10-18,MAR,16.374,11.774,21.474,19.656,60.95,3.393,country_area_weighted_mean,6,synthetic
2021-10-25,FRA,6.424,1.824,11.524,13.702,58.52,3.274,country_area_weighted_mean,6,synthetic
2021-10-25,DEU,8.168,3.568,13.268,18.919,63.43,3.378,country_area_weighted_mean,6,synthetic
2021-10-25,NLD,7.498,2.898,12.598,18.756,61.09,3.375,country_area_weighted_mean,6,synthetic
2021-10-25,BEL,6.952,2.352,12.052,39.412,74.0,3.788,country_area_weighted_mean,6,synthetic
2021-10-25,ITA,12.43,7.83,17.53,21.458,64.52,3.429,country_area_weighted_mean,6,synthetic
2021-10-25,ESP,16.241,11.641,21.341,19.427,61.15,3.389,country_area_weighted_mean,6,synthetic
2021-10-25,POL,9.367,4.767,14.467,18.286,65.18,3.366,country_area_weighted_mean,6,synthetic
2021-10-25,HUN,10.078,5.478,15.178,35.739,66.35,3.715,country_area_weighted_mean,6,synthetic
2021-10-25,ROU,8.898,4.298,13.998,35.984,68.4,3.72,country_area_weighted_mean,6,synthetic
2021-10-25,BGR,11.718,7.118,16.818,15.079,56.42,3.302,country_area_weighted_mean,6,synthetic
2021-10-25,SRB,14.538,9.938,19.638,15.934,58.19,3.319,country_area_weighted_mean,6,synthetic
2021-10-25,UKR,6.047,1.447,11.147,25.946,63.5,3.519,country_area_weighted_mean,6,synthetic
2021-10-25,MDA,8.125,3.525,13.225,26.422,60.54,3.528,country_area_weighted_mean,6,synthetic
2021-10-25,RUS,8.949,4.349,14.049,22.65,60.79,3.453,country_area_weighted_mean,6,synthetic
2021-10-25,TUR,13.026,8.426,18.126,13.366,58.77,3.267,country_area_weighted_mean,6,synthetic
2021-10-25,GEO,15.047,10.447,20.147,24.743,61.19,3.495,country_area_weighted_mean,6,synthetic
2021-10-25,ISR,16.905,12.305,22.005,10.923,57.47,3.218,country_area_weighted_mean,6,synthetic
2021-10-25,EGY,17.027,12.427,22.127,13.484,57.9,3.27,country_area_weighted_mean,6,synthetic
2021-10-25,TUN,13.796,9.196,18.896,9.415,62.35,3.188,country_area_weighted_mean,6,synthetic
2021-10-25,MAR,16.199,11.599,21.299,24.227,57.38,3.485,country_area_weighted_mean,6,synthetic
2021-11-01,FRA,5.485,0.885,10.585,15.092,59.98,3.302,country_area_weighted_mean,6,synthetic
2021-11-01,DEU,5.395,0.795,10.495,19.878,63.0,3.398,country_area_weighted_mean,6,synthetic
2021-11-01,NLD,6.141,1.541,11.241,13.865,62.47,3.277,country_area_weighted_mean,6,synthetic
2021-11-01,BEL,6.348,1.748,11.448,26.007,65.45,3.52,country_area_weighted_mean,6,synthetic
2021-11-01,ITA,11.237,6.637,16.337,23.762,60.09,3.475,country_area_weighted_mean,6,synthetic
2021-11-01,ESP,13.722,9.122,18.822,22.286,60.18,3.446,country_area_weighted_mean,6,synthetic
2021-11-01,POL,9.732,5.132,14.832,22.633,64.15,3.453,country_area_weighted_mean,6,synthetic
2021-11-01,HUN,7.295,2.695,12.395,40.564,68.24,3.811,country_area_weighted_mean,6,synthetic
2021-11-01,ROU,6.559,1.959,11.659,21.311,66.71,3.426,country_area_weighted_mean,6,synthetic
2021-11-01,BGR,9.437,4.837,14.537,21.155,62.26,3.423,country_area_weighted_mean,6,synthetic
2021-11-01,SRB,9.498,4.898,14.598,18.823,57.37,3.376,country_area_weighted_mean,6,synthetic
2021-11-01,UKR,7.7,3.1,12.8,25.02,62.71,3.5,country_area_weighted_mean,6,synthetic
2021-11-01,MDA,7.65,3.05,12.75,21.79,57.77,3.436,country_area_weighted_mean,6,synthetic
2021-11-01,RUS,5.795,1.195,10.895,22.419,61.11,3.448,country_area_weighted_mean,6,synthetic
2021-11-01,TUR,11.248,6.648,16.348,22.201,57.78,3.444,country_area_weighted_mean,6,synthetic
2021-11-01,GEO,10.791,6.191,15.891,27.67,63.96,3.553,country_area_weighted_mean,6,synthetic
2021-11-01,ISR,16.621,12.021,21.721,28.263,59.5,3.565,country_area_weighted_mean,6,synthetic
2021-11-01,EGY,15.767,11.167,20.867,25.203,59.51,3.504,country_area_weighted_mean,6,synthetic
2021-11-01,TUN,12.553,7.953,17.653,17.19,59.29,3.344,country_area_weighted_mean,6,synthetic
2021-11-01,MAR,15.273,10.673,20.373,20.972,62.47,3.419,country_area_weighted_mean,6,synthetic
2021-11-08,FRA,6.205,1.605,11.305,23.603,62.91,3.472,country_area_weighted_mean,6,synthetic
