item_id,board,first_seen_date,iso3,country,disease_code,n_articles_in_cluster,relevance,triage_state,data_realism
EIOS-MOCK-000267,Animal Health,2021-09-05,DEU,Germany,HPAI,2,0.218,under_review,mock
EIOS-MOCK-000268,Animal Health,2021-09-12,ITA,Italy,HPAI,5,0.444,dismissed,mock
EIOS-MOCK-000269,Animal Health,2021-09-08,POL,Poland,HPAI,2,0.413,dismissed,mock
EIOS-MOCK-000270,Animal Health,2021-09-10,TUR,Türkiye,HPAI,5,0.678,under_review,mock
EIOS-MOCK-000271,Animal Health,2021-09-16,MDA,Moldova,HPAI,5,0.405,new,mock
EIOS-MOCK-000272,Animal Health,2021-09-26,NLD,Netherlands,HPAI,2,0.652,dismissed,mock
EIOS-MOCK-000273,Animal Health,2021-09-26,BGR,Bulgaria,HPAI,3,0.177,under_review,mock
EIOS-MOCK-000274,Animal Health,2021-10-03,GEO,Georgia,HPAI,5,0.496,under_review,mock
EIOS-MOCK-000275,Animal Health,2021-10-02,EGY,Egypt,HPAI,8,0.656,under_review,mock
EIOS-MOCK-000276,Animal Health,2021-10-06,ITA,Italy,HPAI,4,0.854,new,mock
EIOS-MOCK-000277,Animal Health,2021-10-06,TUR,Türkiye,HPAI,3,0.408,dismissed,mock
EIOS-MOCK-000278,Animal Health,2021-10-12,BEL,Belgium,HPAI,2,0.48,new,mock
EIOS-MOCK-000279,Animal Health,2021-10-16,TUN,Tunisia,HPAI,2,0.522,new,mock
EIOS-MOCK-000280,Animal Health,2021-10-20,HUN,Hungary,HPAI,4,0.703,new,mock
EIOS-MOCK-000281,Animal Health,2021-10-24,RUS,Russian Federation,HPAI,1,0.105,dismissed,mock
EIOS-MOCK-000282,Animal Health,2021-10-30,DEU,Germany,HPAI,4,0.179,new,mock
EIOS-MOCK-000283,Animal Health,2021-10-31,ESP,Spain,HPAI,4,0.785,new,mock
EIOS-MOCK-000284,Animal Health,2021-10-31,SRB,Serbia,HPAI,1,0.586,dismissed,mock
EIOS-MOCK-000285,Animal Health,2021-10-27,UKR,Ukraine,HPAI,4,0.279,new,mock
EIOS-MOCK-000286,Animal Health,2021-11-03,FRA,France,HPAI,4,0.669,dismissed,mock
EIOS-MOCK-000287,Animal Health,2021-11-02,DEU,Germany,HPAI,1,0.563,under_review,mock
EIOS-MOCK-000288,Animal Health,2021-11-07,POL,Poland,HPAI,3,0.373,new,mock
EIOS-MOCK-000289,Animal Health,2021-11-07,TUR,Türkiye,HPAI,8,0.766,new,mock
EIOS-MOCK-000290,Animal Health,2021-11-02,ISR,Israel,HPAI,1,0.673,new,mock
EIOS-MOCK-000291,Animal Health,2021-11-04,EGY,Egypt,HPAI,4,0.751,dismissed,mock
EIOS-MOCK-000292,Animal Health,2021-11-01,TUN,Tunisia,HPAI,1,0.374,new,mock
EIOS-MOCK-000293,Animal Health,2021-11-10,HUN,Hungary,HPAI,4,0.275,under_review,mock
EIOS-MOCK-000294,Animal Health,2021-11-13,SRB,Serbia,HPAI,3,0.755,new,mock
EIOS-MOCK-000295,Animal Health,2021-11-08,TUR,Türkiye,HPAI,3,0.548,under_review,mock
EIOS-MOCK-000296,Animal Health,2021-11-12,MAR,Morocco,HPAI,2,0.677,under_review,mock
EIOS-MOCK-000297,Animal Health,2021-11-18,SRB,Serbia,HPAI,4,0.639,new,mock
EIOS-MOCK-000298,Animal Health,2021-11-19,UKR,Ukraine,HPAI,2,0.661,new,mock
EIOS-MOCK-000299,Animal Health,2021-11-16,TUR,Türkiye,HPAI,6,0.47,new,mock
EIOS-MOCK-000300,Animal Health,2021-11-21,GEO,Georgia,HPAI,6,0.715,under_review,mock
EIOS-MOCK-000301,Animal Health,2021-11-28,BEL,Belgium,HPAI,4,0.18,dismissed,mock
EIOS-MOCK-000302,Animal Health,2021-11-28,TUR,Türkiye,HPAI,3,0.743,under_review,mock
EIOS-MOCK-000303,Animal Health,2021-11-24,TUN,Tunisia,HPAI,4,0.161,new,mock
EIOS-MOCK-000304,Animal Health,2021-12-04,RUS,Russian Federation,HPAI,2,0.443,new,mock
EIOS-MOCK-000305,Animal Health,2021-12-12,FRA,France,HPAI,4,0.437,new,mock
EIOS-MOCK-000306,Animal Health,2021-12-07,DEU,Germany,HPAI,3,0.233,under_review,mock
EIOS-MOCK-000307,Animal Health,2021-12-08,ITA,Italy,HPAI,4,0.766,new,mock
EIOS-MOCK-000308,Animal Health,2021-12-14,ITA,Italy,HPAI,1,0.127,new,mock
EIOS-MOCK-000309,Animal Health,2021-12-18,UKR,Ukraine,HPAI,5,0.296,under_review,mock
EIOS-MOCK-000310,Animal Health,2021-12-18,MDA,Moldova,HPAI,3,0.577,new,mock
EIOS-MOCK-000311,Animal Health,2021-12-18,RUS,Russian Federation,HPAI,3,0.486,under_review,mock
EIOS-MOCK-000312,Animal Health,2021-12-19,GEO,Georgia,HPAI,5,0.419,new,mock
EIOS-MOCK-000313,Animal Health,2021-12-21,FRA,France,HPAI,2,0.144,under_review,mock
EIOS-MOCK-000314,Animal Health,2021-12-20,ITA,Italy,HPAI,1,0.306,new,mock
EIOS-MOCK-000315,Animal Health,2021-12-31,BGR,Bulgaria,HPAI,6,0.178,under_review,mock
EIOS-MOCK-000316,Animal Health,2022-01-01,MDA,Moldova,HPAI,4,0.221,new,mock
EIOS-MOCK-000317,Animal Health,2022-01-03,BEL,Belgium,HPAI,7,0.702,new,mock
EIOS-MOCK-000318,Animal Health,2022-01-04,HUN,Hungary,HPAI,5,0.435,under_review,mock
EIOS-MOCK-000319,Animal Health,2022-01-06,ISR,Israel,HPAI,2,0.527,new,mock
EIOS-MOCK-000320,Animal Health,2022-01-10,FRA,France,HPAI,6,0.07,new,mock
EIOS-MOCK-000321,Animal Health,2022-01-13,POL,Poland,HPAI,3,0.215,under_review,mock
EIOS-MOCK-000322,Animal Health,2022-01-23,FRA,France,HPAI,2,0.648,new,mock
EIOS-MOCK-000323,Animal Health,2022-01-17,BEL,Belgium,HPAI,2,0.344,dismissed,mock
EIOS-MOCK-000324,Animal Health,2022-01-19,ESP,Spain,HPAI,4,0.489,new,mock
EIOS-MOCK-000325,Animal Health,2022-01-18,POL,Poland,HPAI,2,0.75,new,mock
EIOS-MOCK-000326,Animal Health,2022-01-18,HUN,Hungary,HPAI,2,0.375,new,mock
EIOS-MOCK-000327,Animal Health,2022-01-18,RUS,Russian Federation,HPAI,2,0.61,dismissed,mock
EIOS-MOCK-000328,Animal Health,2022-01-17,GEO,Georgia,HPAI,5,0.161,new,mock
EIOS-MOCK-000329,Animal Health,2022-01-17,ISR,Israel,HPAI,3,0.631,new,mock
EIOS-MOCK-000330,Animal Health,2022-01-17,EGY,Egypt,HPAI,8,0.653,dismissed,mock
EIOS-MOCK-000331,Animal Health,2022-01-26,RUS,Russian Federation,HPAI,2,0.515,under_review,mock
EIOS-MOCK-000332,Animal Health,2022-01-27,GEO,Georgia,HPAI,4,0.801,under_review,mock
EIOS-MOCK-000333,Animal Health,2022-02-01,ESP,Spain,HPAI,4,0.823,new,mock
EIOS-MOCK-000334,Animal Health,2022-02-06,BGR,Bulgaria,HPAI,2,0.585,under_review,mock
EIOS-MOCK-000335,Animal Health,2022-02-04,MDA,Moldova,HPAI,4,0.342,new,mock
EIOS-MOCK-000336,Animal Health,2022-01-31,TUR,Türkiye,HPAI,5,0.341,new,mock
EIOS-MOCK-000337,Animal Health,2022-02-08,BEL,Belgium,HPAI,5,0.355,under_review,mock
EIOS-MOCK-000338,Animal Health,2022-02-10,ITA,Italy,HPAI,4,0.761,new,mock
EIOS-MOCK-000339,Animal Health,2022-02-18,TUN,Tunisia,HPAI,3,0.338,under_review,mock
EIOS-MOCK-000340,Animal Health,2022-02-25,SRB,Serbia,HPAI,4,0.396,new,mock
EIOS-MOCK-000341,Animal Health,2022-02-24,TUR,Türkiye,HPAI,4,0.828,under_review,mock
EIOS-MOCK-000342,Animal Health,2022-03-05,DEU,Germany,HPAI,2,0.352,under_review,mock
EIOS-MOCK-000343,Animal Health,2022-03-01,NLD,Netherlands,HPAI,6,0.294,new,mock
EIOS-MOCK-000344,Animal Health,2022-03-04,SRB,Serbia,HPAI,5,0.725,new,mock
EIOS-MOCK-000345,Animal Health,2022-03-06,GEO,Georgia,HPAI,3,0.419,under_review,mock
EIOS-MOCK-000346,Animal Health,2022-03-06,ISR,Israel,HPAI,2,0.439,new,mock
EIOS-MOCK-000347,Animal Health,2022-03-10,BEL,Belgium,HPAI,4,0.41,under_review,mock
EIOS-MOCK-000348,Animal Health,2022-03-11,SRB,Serbia,HPAI,3,0.384,dismissed,mock
EIOS-MOCK-000349,Animal Health,2022-03-18,FRA,France,HPAI,1,0.785,new,mock
EIOS-MOCK-000350,Animal Health,2022-03-24,TUN,Tunisia,HPAI,3,0.307,under_review,mock
EIOS-MOCK-000351,Animal Health,2022-03-28,ESP,Spain,HPAI,3,0.691,new,mock
EIOS-MOCK-000352,Animal Health,2022-04-06,NLD,Netherlands,HPAI,2,0.358,under_review,mock
EIOS-MOCK-000353,Animal Health,2022-04-08,ITA,Italy,HPAI,3,0.556,new,mock
EIOS-MOCK-000354,Animal Health,2022-04-15,FRA,France,HPAI,6,0.778,new,mock
EIOS-MOCK-000355,Animal Health,2022-04-11,DEU,Germany,HPAI,2,0.25,under_review,mock
EIOS-MOCK-000356,Animal Health,2022-04-14,HUN,Hungary,HPAI,4,0.532,new,mock
EIOS-MOCK-000357,Animal Health,2022-04-14,SRB,Serbia,HPAI,5,0.921,new,mock
EIOS-MOCK-000358,Animal Health,2022-04-17,RUS,Russian Federation,HPAI,4,0.556,new,mock
EIOS-MOCK-000359,Animal Health,2022-04-18,FRA,France,HPAI,4,0.946,new,mock
EIOS-MOCK-000360,Animal Health,2022-04-23,BGR,Bulgaria,HPAI,8,0.715,new,mock
EIOS-MOCK-000361,Animal Health,2022-04-22,SRB,Serbia,HPAI,2,0.612,under_review,mock
EIOS-MOCK-000362,Animal Health,2022-04-28,FRA,France,HPAI,4,0.462,new,mock
EIOS-MOCK-000363,Animal Health,2022-04-27,BGR,Bulgaria,HPAI,2,0.458,new,mock
EIOS-MOCK-000364,Animal Health,2022-05-05,BEL,Belgium,HPAI,6,0.555,dismissed,mock
EIOS-MOCK-000365,Animal Health,2022-05-11,BEL,Belgium,HPAI,4,0.463,under_review,mock
EIOS-MOCK-000366,Animal Health,2022-05-09,HUN,Hungary,HPAI,3,0.532,dismissed,mock
EIOS-MOCK-000367,Animal Health,2022-05-12,EGY,Egypt,HPAI,2,0.743,dismissed,mock
EIOS-MOCK-000368,Animal Health,2022-05-10,TUN,Tunisia,HPAI,1,0.261,new,mock
EIOS-MOCK-000369,Animal Health,2022-05-20,ESP,Spain,HPAI,3,0.448,under_review,mock
EIOS-MOCK-000370,Animal Health,2022-05-16,SRB,Serbia,HPAI,1,0.572,under_review,mock
EIOS-MOCK-000371,Animal Health,2022-05-19,UKR,Ukraine,HPAI,4,0.608,dismissed,mock
EIOS-MOCK-000372,Animal Health,2022-05-28,DEU,Germany,HPAI,4,0.763,new,mock
EIOS-MOCK-000373,Animal Health,2022-05-29,RUS,Russian Federation,HPAI,5,0.552,new,mock
EIOS-MOCK-000374,Animal Health,2022-06-01,BEL,Belgium,HPAI,2,0.02,under_review,mock
EIOS-MOCK-000375,Animal Health,2022-05-30,ROU,Romania,HPAI,3,0.263,new,mock
EIOS-MOCK-000376,Animal Health,2022-05-30,SRB,Serbia,HPAI,3,0.457,under_review,mock
EIOS-MOCK-000377,Animal Health,2022-05-30,UKR,Ukraine,HPAI,2,0.181,under_review,mock
EIOS-MOCK-000378,Animal Health,2022-06-05,EGY,Egypt,HPAI,5,0.344,under_review,mock
EIOS-MOCK-000379,Animal Health,2022-06-06,ITA,Italy,HPAI,3,0.226,under_review,mock
EIOS-MOCK-000380,Animal Health,2022-06-12,ESP,Spain,HPAI,4,0.182,new,mock
EIOS-MOCK-000381,Animal Health,2022-06-09,ROU,Romania,HPAI,3,0.056,under_review,mock
EIOS-MOCK-000382,Animal Health,2022-06-10,BGR,Bulgaria,HPAI,5,0.057,under_review,mock
EIOS-MOCK-000383,Animal Health,2022-06-13,HUN,Hungary,HPAI,2,0.186,new,mock
EIOS-MOCK-000384,Animal Health,2022-06-14,UKR,Ukraine,HPAI,7,0.253,under_review,mock
EIOS-MOCK-000385,Animal Health,2022-06-13,GEO,Georgia,HPAI,2,0.509,dismissed,mock
EIOS-MOCK-000386,Animal Health,2022-06-30,DEU,Germany,HPAI,5,0.484,new,mock
EIOS-MOCK-000387,Animal Health,2022-07-01,BEL,Belgium,HPAI,4,0.12,under_review,mock
EIOS-MOCK-000388,Animal Health,2022-06-30,MAR,Morocco,HPAI,4,0.989,new,mock
EIOS-MOCK-000389,Animal Health,2022-07-05,NLD,Netherlands,HPAI,3,0.435,dismissed,mock
EIOS-MOCK-000390,Animal Health,2022-07-05,POL,Poland,HPAI,3,0.742,dismissed,mock
EIOS-MOCK-000391,Animal Health,2022-07-08,BGR,Bulgaria,HPAI,7,0.417,dismissed,mock
EIOS-MOCK-000392,Animal Health,2022-07-10,UKR,Ukraine,HPAI,2,0.528,dismissed,mock
EIOS-MOCK-000393,Animal Health,2022-07-10,TUN,Tunisia,HPAI,3,0.127,new,mock
EIOS-MOCK-000394,Animal Health,2022-07-17,FRA,France,HPAI,3,0.256,dismissed,mock
EIOS-MOCK-000395,Animal Health,2022-07-13,DEU,Germany,HPAI,1,0.572,under_review,mock
EIOS-MOCK-000396,Animal Health,2022-07-15,HUN,Hungary,HPAI,6,0.551,new,mock
EIOS-MOCK-000397,Animal Health,2022-07-15,SRB,Serbia,HPAI,7,0.521,under_review,mock
EIOS-MOCK-000398,Animal Health,2022-07-21,ROU,Romania,HPAI,3,0.355,under_review,mock
EIOS-MOCK-000399,Animal Health,2022-07-18,MAR,Morocco,HPAI,4,0.667,dismissed,mock
EIOS-MOCK-000400,Animal Health,2022-07-31,RUS,Russian Federation,HPAI,3,0.475,under_review,mock
EIOS-MOCK-000401,Animal Health,2022-08-01,ESP,Spain,HPAI,2,0.515,new,mock
EIOS-MOCK-000402,Animal Health,2022-08-09,POL,Poland,HPAI,1,0.474,new,mock
EIOS-MOCK-000403,Animal Health,2022-08-09,ISR,Israel,HPAI,5,0.432,under_review,mock
EIOS-MOCK-000404,Animal Health,2022-08-19,NLD,Netherlands,HPAI,2,0.361,new,mock
EIOS-MOCK-000405,Animal Health,2022-08-21,HUN,Hungary,HPAI,3,0.611,new,mock
EIOS-MOCK-000406,Animal Health,2022-08-24,FRA,France,HPAI,7,0.32,under_review,mock
EIOS-MOCK-000407,Animal Health,2022-08-27,BGR,Bulgaria,HPAI,2,0.328,new,mock
EIOS-MOCK-000408,Animal Health,2022-08-25,SRB,Serbia,HPAI,3,0.21,new,mock
EIOS-MOCK-000409,Animal Health,2022-08-25,RUS,Russian Federation,HPAI,5,0.149,dismissed,mock
EIOS-MOCK-000410,Animal Health,2022-08-23,EGY,Egypt,HPAI,4,0.544,new,mock
EIOS-MOCK-000411,Animal Health,2022-08-29,BEL,Belgium,HPAI,3,0.521,new,mock
EIOS-MOCK-000412,Animal Health,2022-09-03,ESP,Spain,HPAI,4,0.839,dismissed,mock
EIOS-MOCK-000413,Animal Health,2022-08-31,POL,Poland,HPAI,6,0.838,new,mock
EIOS-MOCK-000414,Animal Health,2022-09-01,ROU,Romania,HPAI,5,0.255,new,mock
EIOS-MOCK-000415,Animal Health,2022-08-31,TUR,Türkiye,HPAI,5,0.247,new,mock
EIOS-MOCK-000416,Animal Health,2022-09-02,TUN,Tunisia,HPAI,4,0.133,dismissed,mock
EIOS-MOCK-000417,Animal Health,2022-08-31,MAR,Morocco,HPAI,3,0.491,under_review,mock
EIOS-MOCK-000418,Animal Health,2022-09-08,FRA,France,HPAI,6,0.568,new,mock
EIOS-MOCK-000419,Animal Health,2022-09-16,FRA,France,HPAI,3,0.382,dismissed,mock
EIOS-MOCK-000420,Animal Health,2022-09-14,DEU,Germany,HPAI,7,0.447,dismissed,mock
EIOS-MOCK-000421,Animal Health,2022-09-14,ESP,Spain,HPAI,5,0.93,under_review,mock
EIOS-MOCK-000422,Animal Health,2022-09-16,UKR,Ukraine,HPAI,6,0.475,under_review,mock
EIOS-MOCK-000423,Animal Health,2022-09-16,TUN,Tunisia,HPAI,4,0.65,new,mock
EIOS-MOCK-000424,Animal Health,2022-09-20,ITA,Italy,HPAI,3,0.76,under_review,mock
EIOS-MOCK-000425,Animal Health,2022-09-28,NLD,Netherlands,HPAI,9,0.957,under_review,mock
EIOS-MOCK-000426,Animal Health,2022-10-07,UKR,Ukraine,HPAI,2,0.391,dismissed,mock
EIOS-MOCK-000427,Animal Health,2022-10-07,TUN,Tunisia,HPAI,1,0.733,new,mock
EIOS-MOCK-000428,Animal Health,2022-10-16,FRA,France,HPAI,2,0.423,new,mock
EIOS-MOCK-000429,Animal Health,2022-10-21,HUN,Hungary,HPAI,5,0.21,new,mock
EIOS-MOCK-000430,Animal Health,2022-10-17,ROU,Romania,HPAI,3,0.517,dismissed,mock
EIOS-MOCK-000431,Animal Health,2022-10-20,UKR,Ukraine,HPAI,3,0.709,new,mock
EIOS-MOCK-000432,Animal Health,2022-10-18,EGY,Egypt,HPAI,3,0.295,under_review,mock
EIOS-MOCK-000433,Animal Health,2022-10-17,TUN,Tunisia,HPAI,1,0.467,dismissed,mock
EIOS-MOCK-000434,Animal Health,2022-10-26,NLD,Netherlands,HPAI,2,0.357,new,mock
EIOS-MOCK-000435,Animal Health,2022-10-26,HUN,Hungary,HPAI,1,0.305,under_review,mock
EIOS-MOCK-000436,Animal Health,2022-10-29,TUR,Türkiye,HPAI,3,0.547,new,mock
EIOS-MOCK-000437,Animal Health,2022-10-28,TUN,Tunisia,HPAI,4,0.713,dismissed,mock
EIOS-MOCK-000438,Animal Health,2022-10-31,FRA,France,HPAI,4,0.597,dismissed,mock
EIOS-MOCK-000439,Animal Health,2022-11-01,ITA,Italy,HPAI,3,0.495,new,mock
EIOS-MOCK-000440,Animal Health,2022-10-31,POL,Poland,HPAI,5,0.665,new,mock
EIOS-MOCK-000441,Animal Health,2022-11-06,BGR,Bulgaria,HPAI,4,0.434,under_review,mock
EIOS-MOCK-000442,Animal Health,2022-11-06,ISR,Israel,HPAI,3,0.716,dismissed,mock
EIOS-MOCK-000443,Animal Health,2022-11-03,TUN,Tunisia,HPAI,4,0.182,under_review,mock
EIOS-MOCK-000444,Animal Health,2022-11-11,POL,Poland,HPAI,3,0.553,dismissed,mock
EIOS-MOCK-000445,Animal Health,2022-11-13,BGR,Bulgaria,HPAI,3,0.438,under_review,mock
EIOS-MOCK-000446,Animal Health,2022-11-07,UKR,Ukraine,HPAI,2,0.538,under_review,mock
EIOS-MOCK-000447,Animal Health,2022-11-16,ROU,Romania,HPAI,2,0.385,new,mock
EIOS-MOCK-000448,Animal Health,2022-11-19,SRB,Serbia,HPAI,3,0.903,dismissed,mock
EIOS-MOCK-000449,Animal Health,2022-11-18,RUS,Russian Federation,HPAI,3,0.713,new,mock
EIOS-MOCK-000450,Animal Health,2022-11-18,TUR,Türkiye,HPAI,4,0.549,new,mock
EIOS-MOCK-000451,Animal Health,2022-11-15,GEO,Georgia,HPAI,2,0.589,new,mock
EIOS-MOCK-000452,Animal Health,2022-11-14,ISR,Israel,HPAI,2,0.569,new,mock
EIOS-MOCK-000453,Animal Health,2022-11-23,FRA,France,HPAI,6,0.726,new,mock
EIOS-MOCK-000454,Animal Health,2022-11-21,BEL,Belgium,HPAI,4,0.457,under_review,mock
EIOS-MOCK-000455,Animal Health,2022-11-24,ESP,Spain,HPAI,4,0.527,dismissed,mock
EIOS-MOCK-000456,Animal Health,2022-11-25,POL,Poland,HPAI,2,0.792,new,mock
EIOS-MOCK-000457,Animal Health,2022-11-23,GEO,Georgia,HPAI,3,0.63,new,mock
EIOS-MOCK-000458,Animal Health,2022-11-23,MAR,Morocco,HPAI,3,0.457,new,mock
EIOS-MOCK-000459,Animal Health,2022-12-01,ITA,Italy,HPAI,5,0.467,dismissed,mock
EIOS-MOCK-000460,Animal Health,2022-12-03,MDA,Moldova,HPAI,1,0.232,new,mock
EIOS-MOCK-000461,Animal Health,2022-11-29,EGY,Egypt,HPAI,3,0.956,new,mock
EIOS-MOCK-000462,Animal Health,2022-12-08,FRA,France,HPAI,3,0.219,under_review,mock
EIOS-MOCK-000463,Animal Health,2022-12-18,FRA,France,HPAI,8,0.638,new,mock
EIOS-MOCK-000464,Animal Health,2022-12-16,RUS,Russian Federation,HPAI,4,0.593,under_review,mock
EIOS-MOCK-000465,Animal Health,2022-12-14,ISR,Israel,HPAI,3,0.469,new,mock
EIOS-MOCK-000466,Animal Health,2022-12-17,EGY,Egypt,HPAI,4,0.61,under_review,mock
EIOS-MOCK-000467,Animal Health,2022-12-18,TUN,Tunisia,HPAI,3,0.641,under_review,mock
EIOS-MOCK-000468,Animal Health,2022-12-23,NLD,Netherlands,HPAI,3,0.828,new,mock
EIOS-MOCK-000469,Animal Health,2022-12-21,HUN,Hungary,HPAI,3,0.292,under_review,mock
EIOS-MOCK-000470,Animal Health,2022-12-22,SRB,Serbia,HPAI,5,0.59,dismissed,mock
EIOS-MOCK-000471,Animal Health,2022-12-22,EGY,Egypt,HPAI,3,0.499,under_review,mock
EIOS-MOCK-000472,Animal Health,2023-01-01,DEU,Germany,HPAI,3,0.139,new,mock
EIOS-MOCK-000473,Animal Health,2023-01-01,BEL,Belgium,HPAI,5,0.792,under_review,mock
EIOS-MOCK-000474,Animal Health,2022-12-29,POL,Poland,HPAI,5,0.499,new,mock
EIOS-MOCK-000475,Animal Health,2023-01-01,RUS,Russian Federation,HPAI,5,0.684,new,mock
EIOS-MOCK-000476,Animal Health,2022-12-26,GEO,Georgia,HPAI,3,0.448,new,mock
EIOS-MOCK-000477,Animal Health,2023-01-08,ESP,Spain,HPAI,3,0.397,dismissed,mock
EIOS-MOCK-000478,Animal Health,2023-01-03,MAR,Morocco,HPAI,9,0.712,under_review,mock
EIOS-MOCK-000479,Animal Health,2023-01-14,BEL,Belgium,HPAI,4,0.802,dismissed,mock
EIOS-MOCK-000480,Animal Health,2023-01-10,ITA,Italy,HPAI,4,0.761,dismissed,mock
EIOS-MOCK-000481,Animal Health,2023-01-09,HUN,Hungary,HPAI,2,0.721,new,mock
EIOS-MOCK-000482,Animal Health,2023-01-14,SRB,Serbia,HPAI,3,0.76,under_review,mock
EIOS-MOCK-000483,Animal Health,2023-01-10,ISR,Israel,HPAI,2,0.538,dismissed,mock
EIOS-MOCK-000484,Animal Health,2023-01-20,NLD,Netherlands,HPAI,5,0.517,new,mock
EIOS-MOCK-000485,Animal Health,2023-01-21,ITA,Italy,HPAI,5,0.431,new,mock
EIOS-MOCK-000486,Animal Health,2023-01-17,MDA,Moldova,HPAI,3,0.687,dismissed,mock
EIOS-MOCK-000487,Animal Health,2023-01-22,TUN,Tunisia,HPAI,3,0.536,under_review,mock
EIOS-MOCK-000488,Animal Health,2023-01-24,HUN,Hungary,HPAI,5,0.096,under_review,mock
EIOS-MOCK-000489,Animal Health,2023-01-31,RUS,Russian Federation,HPAI,2,0.753,under_review,mock
EIOS-MOCK-000490,Animal Health,2023-02-10,DEU,Germany,HPAI,4,0.477,new,mock
EIOS-MOCK-000491,Animal Health,2023-02-07,SRB,Serbia,HPAI,2,0.716,under_review,mock
EIOS-MOCK-000492,Animal Health,2023-02-19,FRA,France,HPAI,4,0.259,dismissed,mock
EIOS-MOCK-000493,Animal Health,2023-02-19,BEL,Belgium,HPAI,3,0.731,under_review,mock
EIOS-MOCK-000494,Animal Health,2023-02-18,GEO,Georgia,HPAI,7,0.449,new,mock
EIOS-MOCK-000495,Animal Health,2023-02-14,ISR,Israel,HPAI,1,0.501,under_review,mock
EIOS-MOCK-000496,Animal Health,2023-02-20,FRA,France,HPAI,7,0.492,new,mock
EIOS-MOCK-000497,Animal Health,2023-02-23,BGR,Bulgaria,HPAI,6,0.403,under_review,mock
EIOS-MOCK-000498,Animal Health,2023-02-21,UKR,Ukraine,HPAI,4,0.278,under_review,mock
EIOS-MOCK-000499,Animal Health,2023-02-25,RUS,Russian Federation,HPAI,2,0.178,dismissed,mock
EIOS-MOCK-000500,Animal Health,2023-02-22,GEO,Georgia,HPAI,2,0.316,new,mock
EIOS-MOCK-000501,Animal Health,2023-02-26,TUN,Tunisia,HPAI,5,0.382,new,mock
EIOS-MOCK-000502,Animal Health,2023-02-28,FRA,France,HPAI,2,0.166,new,mock
EIOS-MOCK-000503,Animal Health,2023-03-05,ITA,Italy,HPAI,3,0.508,new,mock
EIOS-MOCK-000504,Animal Health,2023-03-03,HUN,Hungary,HPAI,3,0.405,new,mock
EIOS-MOCK-000505,Animal Health,2023-03-06,UKR,Ukraine,HPAI,4,0.558,dismissed,mock
EIOS-MOCK-000506,Animal Health,2023-03-13,DEU,Germany,HPAI,1,0.545,new,mock
EIOS-MOCK-000507,Animal Health,2023-03-13,BEL,Belgium,HPAI,5,0.667,under_review,mock
EIOS-MOCK-000508,Animal Health,2023-03-15,GEO,Georgia,HPAI,3,0.151,under_review,mock
EIOS-MOCK-000509,Animal Health,2023-03-22,NLD,Netherlands,HPAI,1,0.681,new,mock
EIOS-MOCK-000510,Animal Health,2023-03-20,ITA,Italy,HPAI,4,0.503,dismissed,mock
EIOS-MOCK-000511,Animal Health,2023-03-22,MDA,Moldova,HPAI,3,0.398,new,mock
EIOS-MOCK-000512,Animal Health,2023-03-28,MDA,Moldova,HPAI,3,0.805,dismissed,mock
EIOS-MOCK-000513,Animal Health,2023-03-28,RUS,Russian Federation,HPAI,4,0.697,new,mock
EIOS-MOCK-000514,Animal Health,2023-04-01,EGY,Egypt,HPAI,3,0.847,under_review,mock
EIOS-MOCK-000515,Animal Health,2023-04-01,MAR,Morocco,HPAI,3,0.849,new,mock
EIOS-MOCK-000516,Animal Health,2023-04-08,NLD,Netherlands,HPAI,5,0.722,under_review,mock
EIOS-MOCK-000517,Animal Health,2023-04-04,ISR,Israel,HPAI,5,0.495,new,mock
EIOS-MOCK-000518,Animal Health,2023-04-13,BGR,Bulgaria,HPAI,5,0.092,under_review,mock
EIOS-MOCK-000519,Animal Health,2023-04-22,ROU,Romania,HPAI,4,0.804,under_review,mock
EIOS-MOCK-000520,Animal Health,2023-04-22,TUN,Tunisia,HPAI,6,0.358,under_review,mock
EIOS-MOCK-000521,Animal Health,2023-04-29,BEL,Belgium,HPAI,7,0.149,under_review,mock
EIOS-MOCK-000522,Animal Health,2023-04-24,RUS,Russian Federation,HPAI,7,0.505,new,mock
EIOS-MOCK-000523,Animal Health,2023-05-03,ITA,Italy,HPAI,4,0.806,dismissed,mock
EIOS-MOCK-000524,Animal Health,2023-05-01,POL,Poland,HPAI,1,0.661,new,mock
EIOS-MOCK-000525,Animal Health,2023-05-10,NLD,Netherlands,HPAI,2,0.421,new,mock
EIOS-MOCK-000526,Animal Health,2023-05-14,ITA,Italy,HPAI,4,0.453,under_review,mock
EIOS-MOCK-000527,Animal Health,2023-05-09,ESP,Spain,HPAI,8,0.633,dismissed,mock
EIOS-MOCK-000528,Animal Health,2023-05-13,ROU,Romania,HPAI,4,0.579,new,mock
EIOS-MOCK-000529,Animal Health,2023-05-08,BGR,Bulgaria,HPAI,2,0.754,dismissed,mock
EIOS-MOCK-000530,Animal Health,2023-05-14,ISR,Israel,HPAI,5,0.309,dismissed,mock
EIOS-MOCK-000531,Animal Health,2023-05-08,TUN,Tunisia,HPAI,3,0.187,under_review,mock
EIOS-MOCK-000532,Animal Health,2023-05-09,MAR,Morocco,HPAI,5,0.651,under_review,mock
EIOS-MOCK-000533,Animal Health,2023-05-15,MDA,Moldova,HPAI,6,0.369,new,mock
