post_id,archive_number,published_date,iso3,country,disease_code,subject,curator_comment_present,confidence,data_realism
PROMED-000194,2024000194.0194,2022-02-13,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",False,suspected,synthetic
PROMED-000195,2024000195.0195,2022-02-22,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,suspected,synthetic
PROMED-000196,2024000196.0196,2022-02-19,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000197,2024000197.0197,2022-02-28,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,confirmed,synthetic
PROMED-000198,2024000198.0198,2022-02-26,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",False,confirmed,synthetic
PROMED-000199,2024000199.0199,2022-02-28,EGY,Egypt,HPAI,"[SYNTHETIC] HPAI, animal - Egypt",True,confirmed,synthetic
PROMED-000200,2024000200.0200,2022-03-17,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000201,2024000201.0201,2022-03-22,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,suspected,synthetic
PROMED-000202,2024000202.0202,2022-03-25,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,confirmed,synthetic
PROMED-000203,2024000203.0203,2022-03-30,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000204,2024000204.0204,2022-03-31,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",False,suspected,synthetic
PROMED-000205,2024000205.0205,2022-04-09,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,suspected,synthetic
PROMED-000206,2024000206.0206,2022-04-15,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,suspected,synthetic
PROMED-000207,2024000207.0207,2022-04-17,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000208,2024000208.0208,2022-04-13,EGY,Egypt,HPAI,"[SYNTHETIC] HPAI, animal - Egypt",True,suspected,synthetic
PROMED-000209,2024000209.0209,2022-04-27,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,suspected,synthetic
PROMED-000210,2024000210.0210,2022-05-01,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,suspected,synthetic
PROMED-000211,2024000211.0211,2022-05-05,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,confirmed,synthetic
PROMED-000212,2024000212.0212,2022-11-13,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000213,2024000213.0213,2022-11-17,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,confirmed,synthetic
PROMED-000214,2024000214.0214,2022-11-26,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000215,2024000215.0215,2022-11-29,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000216,2024000216.0216,2022-11-27,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,confirmed,synthetic
PROMED-000217,2024000217.0217,2022-12-05,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,unverified,synthetic
PROMED-000218,2024000218.0218,2022-12-06,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,confirmed,synthetic
PROMED-000219,2024000219.0219,2022-12-09,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,confirmed,synthetic
PROMED-000220,2024000220.0220,2022-12-09,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000221,2024000221.0221,2022-12-08,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",False,confirmed,synthetic
PROMED-000222,2024000222.0222,2022-12-07,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,suspected,synthetic
PROMED-000223,2024000223.0223,2022-12-12,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,confirmed,synthetic
PROMED-000224,2024000224.0224,2022-12-16,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000225,2024000225.0225,2022-12-23,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,suspected,synthetic
PROMED-000226,2024000226.0226,2022-12-20,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,suspected,synthetic
PROMED-000227,2024000227.0227,2022-12-22,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,suspected,synthetic
PROMED-000228,2024000228.0228,2022-12-26,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,suspected,synthetic
PROMED-000229,2024000229.0229,2023-01-05,EGY,Egypt,HPAI,"[SYNTHETIC] HPAI, animal - Egypt",False,confirmed,synthetic
PROMED-000230,2024000230.0230,2023-01-18,ISR,Israel,HPAI,"[SYNTHETIC] HPAI, animal - Israel",False,suspected,synthetic
PROMED-000231,2024000231.0231,2023-01-26,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,confirmed,synthetic
PROMED-000232,2024000232.0232,2023-01-27,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,suspected,synthetic
PROMED-000233,2024000233.0233,2023-01-28,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,confirmed,synthetic
PROMED-000234,2024000234.0234,2023-02-09,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,unverified,synthetic
PROMED-000235,2024000235.0235,2023-02-18,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,confirmed,synthetic
PROMED-000236,2024000236.0236,2023-02-22,ISR,Israel,HPAI,"[SYNTHETIC] HPAI, animal - Israel",True,confirmed,synthetic
PROMED-000237,2024000237.0237,2023-03-05,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000238,2024000238.0238,2023-03-09,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,confirmed,synthetic
PROMED-000239,2024000239.0239,2023-03-01,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,suspected,synthetic
PROMED-000240,2024000240.0240,2023-03-16,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,confirmed,synthetic
PROMED-000241,2024000241.0241,2023-03-23,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,confirmed,synthetic
PROMED-000242,2024000242.0242,2023-04-02,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,unverified,synthetic
PROMED-000243,2024000243.0243,2023-03-31,MAR,Morocco,HPAI,"[SYNTHETIC] HPAI, animal - Morocco",False,confirmed,synthetic
PROMED-000244,2024000244.0244,2023-04-07,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,suspected,synthetic
PROMED-000245,2024000245.0245,2023-04-13,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,unverified,synthetic
PROMED-000246,2024000246.0246,2023-04-12,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,suspected,synthetic
PROMED-000247,2024000247.0247,2023-04-14,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,suspected,synthetic
PROMED-000248,2024000248.0248,2023-05-02,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000249,2024000249.0249,2023-05-03,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,confirmed,synthetic
PROMED-000250,2024000250.0250,2023-04-30,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",False,unverified,synthetic
PROMED-000251,2024000251.0251,2023-05-06,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,unverified,synthetic
PROMED-000252,2024000252.0252,2023-05-04,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",False,suspected,synthetic
PROMED-000253,2024000253.0253,2023-05-11,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,unverified,synthetic
PROMED-000254,2024000254.0254,2023-05-12,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",True,suspected,synthetic
PROMED-000255,2024000255.0255,2023-05-10,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000256,2024000256.0256,2023-05-15,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000257,2024000257.0257,2023-05-29,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,confirmed,synthetic
PROMED-000258,2024000258.0258,2023-05-27,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,confirmed,synthetic
PROMED-000259,2024000259.0259,2023-06-02,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,unverified,synthetic
PROMED-000260,2024000260.0260,2023-05-31,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,unverified,synthetic
PROMED-000261,2024000261.0261,2023-06-05,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",False,unverified,synthetic
PROMED-000262,2024000262.0262,2023-11-04,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000263,2024000263.0263,2023-11-17,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,unverified,synthetic
PROMED-000264,2024000264.0264,2023-11-21,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,unverified,synthetic
PROMED-000265,2024000265.0265,2023-11-18,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000266,2024000266.0266,2023-11-21,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,suspected,synthetic
PROMED-000267,2024000267.0267,2023-11-24,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,suspected,synthetic
PROMED-000268,2024000268.0268,2023-11-15,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,unverified,synthetic
PROMED-000269,2024000269.0269,2023-11-30,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000270,2024000270.0270,2023-11-23,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,unverified,synthetic
PROMED-000271,2024000271.0271,2023-11-30,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,unverified,synthetic
PROMED-000272,2024000272.0272,2023-11-25,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,suspected,synthetic
PROMED-000273,2024000273.0273,2023-12-06,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,suspected,synthetic
PROMED-000274,2024000274.0274,2023-11-29,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,unverified,synthetic
PROMED-000275,2024000275.0275,2023-12-02,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000276,2024000276.0276,2023-12-05,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,suspected,synthetic
PROMED-000277,2024000277.0277,2023-11-30,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",False,unverified,synthetic
PROMED-000278,2024000278.0278,2023-11-30,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,confirmed,synthetic
PROMED-000279,2024000279.0279,2023-12-11,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,suspected,synthetic
PROMED-000280,2024000280.0280,2023-12-13,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,suspected,synthetic
PROMED-000281,2024000281.0281,2023-12-09,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,confirmed,synthetic
PROMED-000282,2024000282.0282,2023-12-10,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,confirmed,synthetic
PROMED-000283,2024000283.0283,2023-12-10,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,unverified,synthetic
PROMED-000284,2024000284.0284,2023-12-09,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000285,2024000285.0285,2023-12-09,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000286,2024000286.0286,2023-12-07,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,suspected,synthetic
PROMED-000287,2024000287.0287,2023-12-11,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,suspected,synthetic
PROMED-000288,2024000288.0288,2023-12-13,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,suspected,synthetic
PROMED-000289,2024000289.0289,2023-12-16,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,suspected,synthetic
PROMED-000290,2024000290.0290,2023-12-20,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,suspected,synthetic
PROMED-000291,2024000291.0291,2023-12-13,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,confirmed,synthetic
PROMED-000292,2024000292.0292,2023-12-21,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,confirmed,synthetic
PROMED-000293,2024000293.0293,2023-12-21,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,suspected,synthetic
PROMED-000294,2024000294.0294,2023-12-20,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",False,suspected,synthetic
PROMED-000295,2024000295.0295,2023-12-20,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000296,2024000296.0296,2023-12-16,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,confirmed,synthetic
PROMED-000297,2024000297.0297,2023-12-18,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,confirmed,synthetic
PROMED-000298,2024000298.0298,2023-12-25,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,suspected,synthetic
PROMED-000299,2024000299.0299,2023-12-24,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,confirmed,synthetic
PROMED-000300,2024000300.0300,2023-12-22,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,suspected,synthetic
PROMED-000301,2024000301.0301,2023-12-23,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,confirmed,synthetic
PROMED-000302,2024000302.0302,2023-12-21,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000303,2024000303.0303,2023-12-27,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000304,2024000304.0304,2023-12-24,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",False,suspected,synthetic
PROMED-000305,2024000305.0305,2023-12-25,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,confirmed,synthetic
PROMED-000306,2024000306.0306,2023-12-29,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,suspected,synthetic
PROMED-000307,2024000307.0307,2023-12-20,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,confirmed,synthetic
PROMED-000308,2024000308.0308,2023-12-31,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000309,2024000309.0309,2023-12-30,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,confirmed,synthetic
PROMED-000310,2024000310.0310,2023-12-30,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,suspected,synthetic
PROMED-000311,2024000311.0311,2023-12-31,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,confirmed,synthetic
PROMED-000312,2024000312.0312,2024-01-02,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000313,2024000313.0313,2024-01-02,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,suspected,synthetic
PROMED-000314,2024000314.0314,2023-12-27,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,suspected,synthetic
PROMED-000315,2024000315.0315,2024-01-01,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000316,2024000316.0316,2024-01-05,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,confirmed,synthetic
PROMED-000317,2024000317.0317,2024-01-03,MAR,Morocco,HPAI,"[SYNTHETIC] HPAI, animal - Morocco",False,suspected,synthetic
PROMED-000318,2024000318.0318,2024-01-04,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,suspected,synthetic
PROMED-000319,2024000319.0319,2024-01-06,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000320,2024000320.0320,2024-01-04,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,unverified,synthetic
PROMED-000321,2024000321.0321,2024-01-10,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,unverified,synthetic
PROMED-000322,2024000322.0322,2024-01-10,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",False,unverified,synthetic
PROMED-000323,2024000323.0323,2024-01-10,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,confirmed,synthetic
PROMED-000324,2024000324.0324,2024-01-17,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,suspected,synthetic
PROMED-000325,2024000325.0325,2024-01-19,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",False,suspected,synthetic
PROMED-000326,2024000326.0326,2024-01-14,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,confirmed,synthetic
PROMED-000327,2024000327.0327,2024-01-11,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,suspected,synthetic
PROMED-000328,2024000328.0328,2024-01-12,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,unverified,synthetic
PROMED-000329,2024000329.0329,2024-01-15,MAR,Morocco,HPAI,"[SYNTHETIC] HPAI, animal - Morocco",False,suspected,synthetic
PROMED-000330,2024000330.0330,2024-01-26,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,suspected,synthetic
PROMED-000331,2024000331.0331,2024-01-23,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,suspected,synthetic
PROMED-000332,2024000332.0332,2024-01-18,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,suspected,synthetic
PROMED-000333,2024000333.0333,2024-01-18,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000334,2024000334.0334,2024-01-23,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,unverified,synthetic
PROMED-000335,2024000335.0335,2024-01-24,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,confirmed,synthetic
PROMED-000336,2024000336.0336,2024-01-28,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,unverified,synthetic
PROMED-000337,2024000337.0337,2024-02-01,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000338,2024000338.0338,2024-02-01,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,suspected,synthetic
PROMED-000339,2024000339.0339,2024-02-06,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,suspected,synthetic
PROMED-000340,2024000340.0340,2024-02-06,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",False,suspected,synthetic
PROMED-000341,2024000341.0341,2024-02-07,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000342,2024000342.0342,2024-02-15,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,confirmed,synthetic
PROMED-000343,2024000343.0343,2024-02-20,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,unverified,synthetic
PROMED-000344,2024000344.0344,2024-02-18,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,confirmed,synthetic
PROMED-000345,2024000345.0345,2024-02-26,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000346,2024000346.0346,2024-03-13,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,unverified,synthetic
PROMED-000347,2024000347.0347,2024-03-22,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000348,2024000348.0348,2024-03-24,ISR,Israel,HPAI,"[SYNTHETIC] HPAI, animal - Israel",True,suspected,synthetic
PROMED-000349,2024000349.0349,2024-05-10,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000350,2024000350.0350,2024-05-19,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,confirmed,synthetic
PROMED-000351,2024000351.0351,2024-05-26,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000352,2024000352.0352,2024-06-18,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,suspected,synthetic
PROMED-000353,2024000353.0353,2024-10-25,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,suspected,synthetic
PROMED-000354,2024000354.0354,2024-10-23,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,suspected,synthetic
PROMED-000355,2024000355.0355,2024-10-30,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,confirmed,synthetic
PROMED-000356,2024000356.0356,2024-11-15,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000357,2024000357.0357,2024-11-18,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,confirmed,synthetic
PROMED-000358,2024000358.0358,2024-11-19,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,suspected,synthetic
PROMED-000359,2024000359.0359,2024-11-24,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000360,2024000360.0360,2024-11-22,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000361,2024000361.0361,2024-11-26,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000362,2024000362.0362,2024-11-24,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,suspected,synthetic
PROMED-000363,2024000363.0363,2024-12-05,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000364,2024000364.0364,2024-12-01,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",False,suspected,synthetic
PROMED-000365,2024000365.0365,2024-11-27,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,confirmed,synthetic
PROMED-000366,2024000366.0366,2024-12-06,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,suspected,synthetic
PROMED-000367,2024000367.0367,2024-12-04,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000368,2024000368.0368,2024-12-01,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",False,suspected,synthetic
PROMED-000369,2024000369.0369,2024-12-06,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,suspected,synthetic
PROMED-000370,2024000370.0370,2024-12-05,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000371,2024000371.0371,2024-12-12,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,suspected,synthetic
PROMED-000372,2024000372.0372,2024-12-12,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000373,2024000373.0373,2024-12-18,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,suspected,synthetic
PROMED-000374,2024000374.0374,2024-12-13,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,unverified,synthetic
PROMED-000375,2024000375.0375,2024-12-16,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,unverified,synthetic
PROMED-000376,2024000376.0376,2024-12-20,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,confirmed,synthetic
PROMED-000377,2024000377.0377,2024-12-19,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",True,confirmed,synthetic
PROMED-000378,2024000378.0378,2024-12-26,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,confirmed,synthetic
PROMED-000379,2024000379.0379,2024-12-26,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,suspected,synthetic
PROMED-000380,2024000380.0380,2024-12-27,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,unverified,synthetic
PROMED-000381,2024000381.0381,2024-12-19,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000382,2024000382.0382,2024-12-28,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000383,2024000383.0383,2025-01-03,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,unverified,synthetic
PROMED-000384,2024000384.0384,2024-12-25,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,confirmed,synthetic
PROMED-000385,2024000385.0385,2024-12-28,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,confirmed,synthetic
PROMED-000386,2024000386.0386,2024-12-27,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",False,suspected,synthetic
