date,iso3,country,theme,disease_code,n_articles,n_distinct_sources,n_languages,avg_tone,query,data_realism
2023-01-16,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-6.363,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-17,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-4.657,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-18,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.585,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-19,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-4.383,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-20,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-3.131,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-18,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.903,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-20,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,0,0,4,-0.924,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-22,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-0.744,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-17,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-4.329,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-20,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.43,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-21,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-2.985,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-22,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.632,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-16,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-6.429,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-17,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,0.1,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-18,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.309,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-19,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.808,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-21,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.685,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-22,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-2.971,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-16,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.832,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-17,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.472,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-18,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-4.759,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-19,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-1.895,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-20,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-4.047,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-21,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.304,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-22,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.795,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-16,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-6.557,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-17,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-1.459,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-18,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.253,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-19,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-4.391,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-20,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,0.72,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-21,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-2.44,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-22,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.586,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-16,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-0.751,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2023-01-18,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-6.02,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2023-01-22,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-2.446,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2023-01-16,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.891,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-17,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,4,3,2,-3.571,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-18,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-2.619,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-19,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.649,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-21,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-2.92,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-22,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.713,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-17,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-6.676,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-19,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.096,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-21,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.224,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-22,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.529,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-16,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.708,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-18,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-2.929,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-19,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-1.902,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-22,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.76,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-16,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-6.97,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-17,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.208,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-18,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-2.606,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-22,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.562,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-16,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.482,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-17,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.035,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-18,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.538,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-22,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.628,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-16,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-0.978,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-17,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,2,1,1,-1.325,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-18,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,5,1,1,-4.833,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-19,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-0.616,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-21,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.167,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-16,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.845,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-17,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,3,1,3,-2.082,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-18,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,3,2,2,-3.533,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-19,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.41,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-22,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.291,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-17,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,5,4,2,-4.616,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-20,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.527,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-21,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-4.933,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-16,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-3.367,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2023-01-17,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.135,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2023-01-20,GEO,Georgia,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-1.147,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=GEO,synthetic
2023-01-16,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-6.32,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2023-01-17,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.105,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2023-01-18,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,2,1,1,-4.022,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2023-01-19,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-0.95,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2023-01-20,ISR,Israel,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.116,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ISR,synthetic
2023-01-17,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-5.64,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2023-01-18,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.4,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2023-01-20,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.426,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2023-01-21,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-3.347,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2023-01-22,EGY,Egypt,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.178,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=EGY,synthetic
2023-01-18,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.081,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2023-01-20,TUN,Tunisia,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-4.653,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUN,synthetic
2023-01-16,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-1.189,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-17,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,4,-0.401,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-18,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-7.041,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-19,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-2.953,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-21,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.664,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-22,MAR,Morocco,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.535,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MAR,synthetic
2023-01-23,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-1.827,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-24,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-7.727,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-26,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-2.276,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-27,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.639,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-28,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-2.761,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-29,FRA,France,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-5.598,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=FRA,synthetic
2023-01-23,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.96,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-24,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-5.308,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-25,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-0.604,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-26,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,2,1,3,-6.327,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-27,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.038,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-29,DEU,Germany,ANIMAL_DISEASE_HPAI,HPAI,3,3,2,-4.72,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=DEU,synthetic
2023-01-23,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-3.233,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-26,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-5.195,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-28,NLD,Netherlands,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-5.722,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=NLD,synthetic
2023-01-24,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.072,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-25,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.732,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-26,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-3.831,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-27,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-1.479,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-28,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-5.217,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-29,BEL,Belgium,ANIMAL_DISEASE_HPAI,HPAI,2,2,3,-1.094,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BEL,synthetic
2023-01-23,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,4,-4.115,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-24,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.658,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-25,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-2.908,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-26,ITA,Italy,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-2.961,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ITA,synthetic
2023-01-26,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.486,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-27,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-7.769,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-28,ESP,Spain,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-3.364,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ESP,synthetic
2023-01-24,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,0.91,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2023-01-26,POL,Poland,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-4.451,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=POL,synthetic
2023-01-23,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-6.718,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-24,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,0.182,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-25,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-1.33,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-26,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-6.539,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-27,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.889,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-29,HUN,Hungary,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-2.933,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=HUN,synthetic
2023-01-23,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-1.968,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-24,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,1,-6.015,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-26,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,2,1,2,-4.675,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-28,ROU,Romania,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.765,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=ROU,synthetic
2023-01-25,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-3.263,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-27,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,0,0,1,-3.279,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-28,BGR,Bulgaria,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-3.741,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=BGR,synthetic
2023-01-27,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.861,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-28,SRB,Serbia,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-2.77,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=SRB,synthetic
2023-01-25,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,0.574,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-26,UKR,Ukraine,ANIMAL_DISEASE_HPAI,HPAI,3,2,3,-3.697,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=UKR,synthetic
2023-01-24,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,2,2,1,-2.322,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-25,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.17,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-26,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.959,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-27,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,0,0,3,-5.062,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-28,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.525,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-29,MDA,Moldova,ANIMAL_DISEASE_HPAI,HPAI,0,0,2,-4.184,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=MDA,synthetic
2023-01-23,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.792,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-24,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-1.217,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-25,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-2.398,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-28,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-3.994,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-29,RUS,Russian Federation,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-1.826,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=RUS,synthetic
2023-01-23,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-0.673,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-24,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,2,-1.753,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-26,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,4,3,2,-3.433,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-27,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,3,3,3,-4.839,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-28,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,2,2,2,-4.008,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
2023-01-29,TUR,Türkiye,ANIMAL_DISEASE_HPAI,HPAI,1,1,3,-4.218,gdelt:doc:theme=ANIMAL_DISEASE_HPAI&country=TUR,synthetic
