signal_id,detected_date,screened_date,iso3,country,disease_code,signal_strength,verification_status,signal_type,underlying_sources,data_realism
BEACON-0001113,2021-10-16,2021-10-18,ESP,Spain,HPAI,0.344,verified,media_cluster,media,synthetic
BEACON-0001114,2021-10-12,2021-10-13,POL,Poland,HPAI,0.446,verified,media_cluster,media;official,synthetic
BEACON-0001115,2021-10-15,2021-10-15,GEO,Georgia,HPAI,0.424,unverified,media_cluster,media,synthetic
BEACON-0001116,2021-10-13,2021-10-14,TUN,Tunisia,HPAI,0.302,unverified,media_cluster,official,synthetic
BEACON-0001117,2021-10-11,2021-10-13,MAR,Morocco,HPAI,0.632,unverified,syndromic,official,synthetic
BEACON-0001118,2021-10-20,2021-10-21,DEU,Germany,HPAI,0.236,verified,media_cluster,media;official,synthetic
BEACON-0001119,2021-10-18,2021-10-18,ROU,Romania,HPAI,0.353,verified,unusual_mortality,media;official,synthetic
BEACON-0001120,2021-10-18,2021-10-19,ROU,Romania,HPAI,0.546,unverified,media_cluster,media,synthetic
BEACON-0001121,2021-10-21,2021-10-23,RUS,Russian Federation,HPAI,0.204,unverified,syndromic,media,synthetic
BEACON-0001122,2021-10-20,2021-10-22,EGY,Egypt,HPAI,0.439,verified,unusual_mortality,media;official,synthetic
BEACON-0001123,2021-10-21,2021-10-23,EGY,Egypt,HPAI,0.415,verified,unusual_mortality,media;official,synthetic
BEACON-0001124,2021-10-18,2021-10-18,EGY,Egypt,HPAI,0.247,unverified,unusual_mortality,media;official,synthetic
BEACON-0001125,2021-10-20,2021-10-22,MAR,Morocco,HPAI,0.294,unverified,media_cluster,media;official,synthetic
BEACON-0001126,2021-10-26,2021-10-27,FRA,France,HPAI,0.277,verified,unusual_mortality,media;official,synthetic
BEACON-0001127,2021-10-25,2021-10-25,NLD,Netherlands,HPAI,0.488,unverified,media_cluster,media,synthetic
BEACON-0001128,2021-10-27,2021-10-27,NLD,Netherlands,HPAI,0.869,unverified,media_cluster,media,synthetic
BEACON-0001129,2021-10-28,2021-10-28,POL,Poland,HPAI,0.124,unverified,media_cluster,media,synthetic
BEACON-0001130,2021-10-29,2021-10-31,POL,Poland,HPAI,0.312,verified,media_cluster,media,synthetic
BEACON-0001131,2021-10-29,2021-10-29,ROU,Romania,HPAI,0.305,unverified,unusual_mortality,media,synthetic
BEACON-0001132,2021-10-25,2021-10-25,UKR,Ukraine,HPAI,0.66,unverified,media_cluster,media,synthetic
BEACON-0001133,2021-10-29,2021-10-30,RUS,Russian Federation,HPAI,0.241,unverified,media_cluster,media,synthetic
BEACON-0001134,2021-10-29,2021-10-30,TUN,Tunisia,HPAI,0.23,unverified,unusual_mortality,media;official,synthetic
BEACON-0001135,2021-11-04,2021-11-06,FRA,France,HPAI,0.571,unverified,unusual_mortality,media,synthetic
BEACON-0001136,2021-11-04,2021-11-06,DEU,Germany,HPAI,0.464,unverified,syndromic,official,synthetic
BEACON-0001137,2021-11-05,2021-11-06,NLD,Netherlands,HPAI,0.253,verified,unusual_mortality,media,synthetic
BEACON-0001138,2021-11-06,2021-11-06,BEL,Belgium,HPAI,0.703,unverified,unusual_mortality,media;official,synthetic
BEACON-0001139,2021-11-03,2021-11-03,POL,Poland,HPAI,0.308,unverified,media_cluster,official,synthetic
BEACON-0001140,2021-11-06,2021-11-08,ROU,Romania,HPAI,0.286,verified,trade_alert,media,synthetic
BEACON-0001141,2021-11-05,2021-11-05,MDA,Moldova,HPAI,0.616,unverified,trade_alert,media,synthetic
BEACON-0001142,2021-11-04,2021-11-04,RUS,Russian Federation,HPAI,0.42,unverified,media_cluster,media,synthetic
BEACON-0001143,2021-11-06,2021-11-08,EGY,Egypt,HPAI,0.527,unverified,unusual_mortality,media,synthetic
BEACON-0001144,2021-11-05,2021-11-06,TUN,Tunisia,HPAI,0.366,unverified,unusual_mortality,official,synthetic
BEACON-0001145,2021-11-02,2021-11-03,TUN,Tunisia,HPAI,0.196,verified,unusual_mortality,media,synthetic
BEACON-0001146,2021-11-08,2021-11-09,FRA,France,HPAI,0.393,unverified,unusual_mortality,media;official,synthetic
BEACON-0001147,2021-11-09,2021-11-11,NLD,Netherlands,HPAI,0.294,unverified,unusual_mortality,media,synthetic
BEACON-0001148,2021-11-08,2021-11-08,ESP,Spain,HPAI,0.76,unverified,unusual_mortality,media,synthetic
BEACON-0001149,2021-11-10,2021-11-11,POL,Poland,HPAI,0.349,unverified,media_cluster,field,synthetic
BEACON-0001150,2021-11-09,2021-11-11,POL,Poland,HPAI,0.621,unverified,media_cluster,media,synthetic
BEACON-0001151,2021-11-10,2021-11-11,ROU,Romania,HPAI,0.42,verified,unusual_mortality,field,synthetic
BEACON-0001152,2021-11-09,2021-11-09,UKR,Ukraine,HPAI,0.662,unverified,unusual_mortality,media,synthetic
BEACON-0001153,2021-11-11,2021-11-11,RUS,Russian Federation,HPAI,0.58,unverified,unusual_mortality,official,synthetic
BEACON-0001154,2021-11-08,2021-11-10,RUS,Russian Federation,HPAI,0.665,verified,unusual_mortality,media;official,synthetic
BEACON-0001155,2021-11-12,2021-11-13,TUR,Türkiye,HPAI,0.202,unverified,unusual_mortality,media;official,synthetic
BEACON-0001156,2021-11-08,2021-11-10,GEO,Georgia,HPAI,0.419,unverified,unusual_mortality,official,synthetic
BEACON-0001157,2021-11-10,2021-11-12,EGY,Egypt,HPAI,0.461,unverified,syndromic,media,synthetic
BEACON-0001158,2021-11-13,2021-11-14,MAR,Morocco,HPAI,0.628,verified,unusual_mortality,media,synthetic
BEACON-0001159,2021-11-17,2021-11-18,FRA,France,HPAI,0.363,unverified,trade_alert,media,synthetic
BEACON-0001160,2021-11-15,2021-11-17,DEU,Germany,HPAI,0.568,verified,syndromic,field,synthetic
BEACON-0001161,2021-11-15,2021-11-16,DEU,Germany,HPAI,0.374,verified,syndromic,media;official,synthetic
BEACON-0001162,2021-11-19,2021-11-21,NLD,Netherlands,HPAI,0.585,verified,unusual_mortality,media,synthetic
BEACON-0001163,2021-11-18,2021-11-20,NLD,Netherlands,HPAI,0.436,unverified,syndromic,field,synthetic
BEACON-0001164,2021-11-17,2021-11-17,BEL,Belgium,HPAI,0.737,unverified,media_cluster,official,synthetic
BEACON-0001165,2021-11-15,2021-11-15,HUN,Hungary,HPAI,0.314,verified,media_cluster,media,synthetic
BEACON-0001166,2021-11-19,2021-11-19,ROU,Romania,HPAI,0.456,verified,trade_alert,media,synthetic
BEACON-0001167,2021-11-20,2021-11-21,ROU,Romania,HPAI,0.646,unverified,unusual_mortality,field,synthetic
BEACON-0001168,2021-11-15,2021-11-15,ROU,Romania,HPAI,0.884,unverified,unusual_mortality,media,synthetic
BEACON-0001169,2021-11-19,2021-11-21,ROU,Romania,HPAI,0.931,verified,media_cluster,media;official,synthetic
BEACON-0001170,2021-11-18,2021-11-18,SRB,Serbia,HPAI,0.219,unverified,unusual_mortality,field,synthetic
BEACON-0001171,2021-11-19,2021-11-20,UKR,Ukraine,HPAI,0.663,unverified,unusual_mortality,media;official,synthetic
BEACON-0001172,2021-11-16,2021-11-17,UKR,Ukraine,HPAI,0.815,unverified,unusual_mortality,official,synthetic
BEACON-0001173,2021-11-15,2021-11-17,UKR,Ukraine,HPAI,0.432,verified,syndromic,media;official,synthetic
BEACON-0001174,2021-11-15,2021-11-16,MDA,Moldova,HPAI,0.179,verified,unusual_mortality,official,synthetic
BEACON-0001175,2021-11-15,2021-11-15,RUS,Russian Federation,HPAI,0.866,unverified,media_cluster,media;official,synthetic
BEACON-0001176,2021-11-19,2021-11-19,RUS,Russian Federation,HPAI,0.836,unverified,unusual_mortality,official,synthetic
BEACON-0001177,2021-11-19,2021-11-20,RUS,Russian Federation,HPAI,0.982,verified,unusual_mortality,official,synthetic
BEACON-0001178,2021-11-18,2021-11-18,RUS,Russian Federation,HPAI,1.0,verified,syndromic,media,synthetic
BEACON-0001179,2021-11-20,2021-11-22,TUR,Türkiye,HPAI,0.773,unverified,syndromic,media,synthetic
BEACON-0001180,2021-11-17,2021-11-18,GEO,Georgia,HPAI,0.276,unverified,media_cluster,media,synthetic
BEACON-0001181,2021-11-16,2021-11-18,EGY,Egypt,HPAI,0.329,verified,unusual_mortality,official,synthetic
BEACON-0001182,2021-11-20,2021-11-20,TUN,Tunisia,HPAI,0.409,unverified,media_cluster,media,synthetic
BEACON-0001183,2021-11-16,2021-11-17,MAR,Morocco,HPAI,0.277,verified,media_cluster,media,synthetic
BEACON-0001184,2021-11-16,2021-11-17,MAR,Morocco,HPAI,0.11,verified,unusual_mortality,media,synthetic
BEACON-0001185,2021-11-22,2021-11-24,DEU,Germany,HPAI,0.761,unverified,trade_alert,media,synthetic
BEACON-0001186,2021-11-24,2021-11-24,DEU,Germany,HPAI,0.821,unverified,media_cluster,media;official,synthetic
BEACON-0001187,2021-11-26,2021-11-26,NLD,Netherlands,HPAI,0.682,unverified,unusual_mortality,media;official,synthetic
BEACON-0001188,2021-11-22,2021-11-22,NLD,Netherlands,HPAI,0.995,unverified,media_cluster,media;official,synthetic
BEACON-0001189,2021-11-22,2021-11-23,BEL,Belgium,HPAI,0.346,unverified,syndromic,media;official,synthetic
BEACON-0001190,2021-11-22,2021-11-23,BEL,Belgium,HPAI,1.0,verified,trade_alert,media,synthetic
BEACON-0001191,2021-11-26,2021-11-26,BEL,Belgium,HPAI,0.492,verified,unusual_mortality,media,synthetic
BEACON-0001192,2021-11-22,2021-11-24,ITA,Italy,HPAI,0.693,unverified,syndromic,media;official,synthetic
BEACON-0001193,2021-11-27,2021-11-29,ESP,Spain,HPAI,0.618,unverified,media_cluster,media,synthetic
BEACON-0001194,2021-11-27,2021-11-28,ESP,Spain,HPAI,0.565,verified,media_cluster,media;official,synthetic
BEACON-0001195,2021-11-26,2021-11-27,POL,Poland,HPAI,0.532,verified,media_cluster,media;official,synthetic
BEACON-0001196,2021-11-26,2021-11-28,HUN,Hungary,HPAI,0.503,verified,unusual_mortality,media,synthetic
BEACON-0001197,2021-11-25,2021-11-25,ROU,Romania,HPAI,0.536,unverified,unusual_mortality,media,synthetic
BEACON-0001198,2021-11-23,2021-11-23,ROU,Romania,HPAI,0.593,unverified,media_cluster,media,synthetic
BEACON-0001199,2021-11-27,2021-11-28,BGR,Bulgaria,HPAI,0.894,verified,trade_alert,field,synthetic
BEACON-0001200,2021-11-27,2021-11-29,UKR,Ukraine,HPAI,0.265,unverified,syndromic,media,synthetic
BEACON-0001201,2021-11-25,2021-11-27,MDA,Moldova,HPAI,0.429,unverified,media_cluster,media,synthetic
BEACON-0001202,2021-11-25,2021-11-27,MDA,Moldova,HPAI,0.617,unverified,trade_alert,media,synthetic
BEACON-0001203,2021-11-26,2021-11-27,GEO,Georgia,HPAI,0.689,unverified,media_cluster,media,synthetic
BEACON-0001204,2021-12-03,2021-12-04,FRA,France,HPAI,0.415,unverified,media_cluster,field,synthetic
BEACON-0001205,2021-12-03,2021-12-03,DEU,Germany,HPAI,0.963,unverified,unusual_mortality,official,synthetic
BEACON-0001206,2021-12-02,2021-12-04,DEU,Germany,HPAI,1.0,verified,unusual_mortality,media,synthetic
BEACON-0001207,2021-12-04,2021-12-05,DEU,Germany,HPAI,0.678,verified,unusual_mortality,media,synthetic
BEACON-0001208,2021-11-29,2021-12-01,DEU,Germany,HPAI,0.952,unverified,unusual_mortality,official,synthetic
BEACON-0001209,2021-12-03,2021-12-05,NLD,Netherlands,HPAI,0.924,verified,unusual_mortality,media,synthetic
BEACON-0001210,2021-12-02,2021-12-02,NLD,Netherlands,HPAI,0.964,unverified,media_cluster,official,synthetic
BEACON-0001211,2021-11-30,2021-12-02,NLD,Netherlands,HPAI,0.941,unverified,unusual_mortality,media,synthetic
BEACON-0001212,2021-11-30,2021-11-30,NLD,Netherlands,HPAI,0.698,unverified,syndromic,media,synthetic
BEACON-0001213,2021-12-04,2021-12-04,NLD,Netherlands,HPAI,1.0,unverified,trade_alert,media;official,synthetic
BEACON-0001214,2021-12-01,2021-12-01,BEL,Belgium,HPAI,0.805,unverified,unusual_mortality,media;official,synthetic
BEACON-0001215,2021-12-01,2021-12-03,ITA,Italy,HPAI,0.473,unverified,media_cluster,official,synthetic
BEACON-0001216,2021-11-30,2021-12-02,HUN,Hungary,HPAI,0.844,verified,media_cluster,media,synthetic
BEACON-0001217,2021-12-01,2021-12-03,ROU,Romania,HPAI,0.817,unverified,media_cluster,media;official,synthetic
BEACON-0001218,2021-11-30,2021-11-30,UKR,Ukraine,HPAI,0.247,unverified,unusual_mortality,official,synthetic
BEACON-0001219,2021-12-02,2021-12-02,MDA,Moldova,HPAI,0.279,verified,trade_alert,media,synthetic
BEACON-0001220,2021-12-03,2021-12-03,RUS,Russian Federation,HPAI,1.0,verified,unusual_mortality,media;official,synthetic
BEACON-0001221,2021-12-01,2021-12-01,RUS,Russian Federation,HPAI,0.774,unverified,media_cluster,field,synthetic
BEACON-0001222,2021-12-02,2021-12-03,RUS,Russian Federation,HPAI,0.871,unverified,syndromic,official,synthetic
BEACON-0001223,2021-12-01,2021-12-01,RUS,Russian Federation,HPAI,0.956,unverified,media_cluster,field,synthetic
BEACON-0001224,2021-11-30,2021-11-30,RUS,Russian Federation,HPAI,0.802,verified,unusual_mortality,media,synthetic
BEACON-0001225,2021-12-02,2021-12-04,GEO,Georgia,HPAI,0.556,unverified,syndromic,media,synthetic
BEACON-0001226,2021-12-02,2021-12-02,ISR,Israel,HPAI,0.056,unverified,media_cluster,official,synthetic
BEACON-0001227,2021-11-30,2021-12-01,ISR,Israel,HPAI,0.462,verified,media_cluster,media,synthetic
BEACON-0001228,2021-12-02,2021-12-02,EGY,Egypt,HPAI,0.432,unverified,media_cluster,media,synthetic
BEACON-0001229,2021-12-06,2021-12-08,FRA,France,HPAI,0.445,unverified,media_cluster,media,synthetic
BEACON-0001230,2021-12-09,2021-12-10,FRA,France,HPAI,0.367,unverified,trade_alert,media,synthetic
BEACON-0001231,2021-12-08,2021-12-08,FRA,France,HPAI,0.474,unverified,media_cluster,media,synthetic
BEACON-0001232,2021-12-11,2021-12-13,DEU,Germany,HPAI,0.895,unverified,media_cluster,media;official,synthetic
BEACON-0001233,2021-12-09,2021-12-11,NLD,Netherlands,HPAI,1.0,verified,unusual_mortality,field,synthetic
BEACON-0001234,2021-12-11,2021-12-12,NLD,Netherlands,HPAI,0.736,verified,media_cluster,media,synthetic
BEACON-0001235,2021-12-11,2021-12-13,NLD,Netherlands,HPAI,0.702,verified,unusual_mortality,media,synthetic
BEACON-0001236,2021-12-11,2021-12-11,NLD,Netherlands,HPAI,0.771,unverified,unusual_mortality,field,synthetic
BEACON-0001237,2021-12-06,2021-12-06,NLD,Netherlands,HPAI,0.951,unverified,media_cluster,media,synthetic
BEACON-0001238,2021-12-07,2021-12-09,NLD,Netherlands,HPAI,1.0,verified,trade_alert,media;official,synthetic
BEACON-0001239,2021-12-08,2021-12-09,BEL,Belgium,HPAI,0.93,verified,media_cluster,media,synthetic
BEACON-0001240,2021-12-09,2021-12-11,BEL,Belgium,HPAI,0.604,unverified,media_cluster,media,synthetic
BEACON-0001241,2021-12-08,2021-12-10,BEL,Belgium,HPAI,0.584,unverified,unusual_mortality,media,synthetic
BEACON-0001242,2021-12-09,2021-12-11,BEL,Belgium,HPAI,0.838,verified,unusual_mortality,media,synthetic
BEACON-0001243,2021-12-08,2021-12-09,ITA,Italy,HPAI,1.0,verified,media_cluster,official,synthetic
BEACON-0001244,2021-12-06,2021-12-07,ITA,Italy,HPAI,0.722,unverified,media_cluster,media;official,synthetic
BEACON-0001245,2021-12-07,2021-12-09,POL,Poland,HPAI,0.743,verified,media_cluster,official,synthetic
BEACON-0001246,2021-12-10,2021-12-10,POL,Poland,HPAI,0.801,unverified,unusual_mortality,official,synthetic
BEACON-0001247,2021-12-11,2021-12-13,ROU,Romania,HPAI,0.193,unverified,unusual_mortality,media,synthetic
BEACON-0001248,2021-12-06,2021-12-06,UKR,Ukraine,HPAI,0.95,unverified,syndromic,field,synthetic
BEACON-0001249,2021-12-11,2021-12-12,UKR,Ukraine,HPAI,0.993,unverified,unusual_mortality,media;official,synthetic
BEACON-0001250,2021-12-09,2021-12-10,MDA,Moldova,HPAI,0.42,unverified,trade_alert,field,synthetic
BEACON-0001251,2021-12-06,2021-12-06,MDA,Moldova,HPAI,0.403,unverified,media_cluster,media,synthetic
BEACON-0001252,2021-12-07,2021-12-09,MDA,Moldova,HPAI,0.841,verified,media_cluster,media;official,synthetic
BEACON-0001253,2021-12-08,2021-12-10,RUS,Russian Federation,HPAI,0.239,verified,unusual_mortality,media,synthetic
BEACON-0001254,2021-12-08,2021-12-08,TUR,Türkiye,HPAI,0.435,verified,media_cluster,official,synthetic
BEACON-0001255,2021-12-08,2021-12-09,GEO,Georgia,HPAI,0.39,verified,syndromic,media;official,synthetic
BEACON-0001256,2021-12-06,2021-12-08,GEO,Georgia,HPAI,0.712,unverified,unusual_mortality,media,synthetic
BEACON-0001257,2021-12-08,2021-12-09,GEO,Georgia,HPAI,0.955,verified,syndromic,media,synthetic
BEACON-0001258,2021-12-08,2021-12-10,GEO,Georgia,HPAI,0.799,verified,unusual_mortality,media,synthetic
BEACON-0001259,2021-12-07,2021-12-07,EGY,Egypt,HPAI,0.271,unverified,media_cluster,media,synthetic
BEACON-0001260,2021-12-10,2021-12-12,TUN,Tunisia,HPAI,0.523,unverified,unusual_mortality,media;official,synthetic
BEACON-0001261,2021-12-14,2021-12-16,FRA,France,HPAI,0.943,unverified,media_cluster,media;official,synthetic
BEACON-0001262,2021-12-17,2021-12-18,DEU,Germany,HPAI,0.718,unverified,media_cluster,media;official,synthetic
BEACON-0001263,2021-12-18,2021-12-20,DEU,Germany,HPAI,1.0,unverified,unusual_mortality,official,synthetic
BEACON-0001264,2021-12-18,2021-12-18,DEU,Germany,HPAI,1.0,unverified,unusual_mortality,media,synthetic
BEACON-0001265,2021-12-16,2021-12-16,NLD,Netherlands,HPAI,0.508,unverified,media_cluster,media;official,synthetic
BEACON-0001266,2021-12-18,2021-12-18,NLD,Netherlands,HPAI,0.344,verified,media_cluster,media,synthetic
BEACON-0001267,2021-12-17,2021-12-19,NLD,Netherlands,HPAI,0.568,verified,media_cluster,media,synthetic
BEACON-0001268,2021-12-14,2021-12-14,BEL,Belgium,HPAI,0.615,verified,media_cluster,official,synthetic
BEACON-0001269,2021-12-16,2021-12-16,BEL,Belgium,HPAI,0.778,verified,media_cluster,media,synthetic
BEACON-0001270,2021-12-16,2021-12-18,POL,Poland,HPAI,0.73,unverified,unusual_mortality,official,synthetic
BEACON-0001271,2021-12-15,2021-12-16,POL,Poland,HPAI,0.744,unverified,unusual_mortality,media;official,synthetic
BEACON-0001272,2021-12-17,2021-12-17,POL,Poland,HPAI,1.0,verified,media_cluster,media;official,synthetic
BEACON-0001273,2021-12-17,2021-12-19,POL,Poland,HPAI,0.919,unverified,media_cluster,media,synthetic
BEACON-0001274,2021-12-13,2021-12-13,POL,Poland,HPAI,0.759,unverified,unusual_mortality,media,synthetic
BEACON-0001275,2021-12-14,2021-12-16,POL,Poland,HPAI,0.854,unverified,syndromic,field,synthetic
BEACON-0001276,2021-12-15,2021-12-16,HUN,Hungary,HPAI,0.603,verified,unusual_mortality,media,synthetic
BEACON-0001277,2021-12-13,2021-12-14,HUN,Hungary,HPAI,0.868,verified,media_cluster,media;official,synthetic
BEACON-0001278,2021-12-14,2021-12-16,ROU,Romania,HPAI,0.858,verified,unusual_mortality,media;official,synthetic
BEACON-0001279,2021-12-18,2021-12-20,ROU,Romania,HPAI,0.553,unverified,unusual_mortality,media;official,synthetic
BEACON-0001280,2021-12-18,2021-12-19,ROU,Romania,HPAI,0.876,verified,unusual_mortality,official,synthetic
BEACON-0001281,2021-12-16,2021-12-17,BGR,Bulgaria,HPAI,0.724,verified,unusual_mortality,media,synthetic
BEACON-0001282,2021-12-18,2021-12-18,UKR,Ukraine,HPAI,0.263,verified,unusual_mortality,media,synthetic
BEACON-0001283,2021-12-16,2021-12-17,MDA,Moldova,HPAI,0.458,verified,media_cluster,media,synthetic
BEACON-0001284,2021-12-18,2021-12-20,RUS,Russian Federation,HPAI,0.219,verified,media_cluster,media,synthetic
BEACON-0001285,2021-12-13,2021-12-14,TUR,Türkiye,HPAI,0.392,verified,syndromic,media,synthetic
BEACON-0001286,2021-12-17,2021-12-17,TUR,Türkiye,HPAI,0.533,unverified,media_cluster,media,synthetic
BEACON-0001287,2021-12-17,2021-12-18,ISR,Israel,HPAI,0.11,verified,media_cluster,media,synthetic
BEACON-0001288,2021-12-18,2021-12-19,EGY,Egypt,HPAI,0.509,unverified,unusual_mortality,media,synthetic
BEACON-0001289,2021-12-15,2021-12-15,EGY,Egypt,HPAI,0.175,unverified,media_cluster,media;official,synthetic
BEACON-0001290,2021-12-15,2021-12-16,TUN,Tunisia,HPAI,0.449,unverified,syndromic,media;official,synthetic
BEACON-0001291,2021-12-18,2021-12-20,MAR,Morocco,HPAI,0.572,verified,unusual_mortality,media,synthetic
BEACON-0001292,2021-12-24,2021-12-24,FRA,France,HPAI,0.656,unverified,media_cluster,official,synthetic
BEACON-0001293,2021-12-23,2021-12-23,FRA,France,HPAI,0.892,verified,unusual_mortality,media,synthetic
BEACON-0001294,2021-12-20,2021-12-21,DEU,Germany,HPAI,0.371,unverified,syndromic,media,synthetic
BEACON-0001295,2021-12-23,2021-12-23,DEU,Germany,HPAI,1.0,verified,media_cluster,media,synthetic
BEACON-0001296,2021-12-21,2021-12-23,NLD,Netherlands,HPAI,0.571,verified,media_cluster,media;official,synthetic
BEACON-0001297,2021-12-21,2021-12-23,NLD,Netherlands,HPAI,0.501,unverified,unusual_mortality,media,synthetic
BEACON-0001298,2021-12-21,2021-12-22,BEL,Belgium,HPAI,0.949,verified,media_cluster,official,synthetic
BEACON-0001299,2021-12-24,2021-12-24,ITA,Italy,HPAI,0.743,verified,media_cluster,media,synthetic
BEACON-0001300,2021-12-20,2021-12-20,ESP,Spain,HPAI,0.537,unverified,unusual_mortality,media,synthetic
BEACON-0001301,2021-12-23,2021-12-25,POL,Poland,HPAI,0.73,unverified,media_cluster,official,synthetic
BEACON-0001302,2021-12-21,2021-12-23,POL,Poland,HPAI,0.517,verified,unusual_mortality,media;official,synthetic
BEACON-0001303,2021-12-20,2021-12-21,POL,Poland,HPAI,0.824,verified,media_cluster,media,synthetic
BEACON-0001304,2021-12-25,2021-12-27,ROU,Romania,HPAI,0.306,verified,trade_alert,media;official,synthetic
BEACON-0001305,2021-12-21,2021-12-22,ROU,Romania,HPAI,0.38,verified,syndromic,field,synthetic
BEACON-0001306,2021-12-22,2021-12-22,BGR,Bulgaria,HPAI,0.79,unverified,media_cluster,media,synthetic
BEACON-0001307,2021-12-20,2021-12-22,BGR,Bulgaria,HPAI,0.484,verified,media_cluster,media,synthetic
BEACON-0001308,2021-12-20,2021-12-21,BGR,Bulgaria,HPAI,0.785,verified,media_cluster,official,synthetic
BEACON-0001309,2021-12-23,2021-12-25,SRB,Serbia,HPAI,0.124,verified,syndromic,media,synthetic
BEACON-0001310,2021-12-23,2021-12-25,SRB,Serbia,HPAI,0.546,verified,syndromic,media,synthetic
BEACON-0001311,2021-12-24,2021-12-25,UKR,Ukraine,HPAI,0.367,unverified,unusual_mortality,media,synthetic
BEACON-0001312,2021-12-22,2021-12-24,UKR,Ukraine,HPAI,0.593,verified,unusual_mortality,media,synthetic
BEACON-0001313,2021-12-23,2021-12-25,UKR,Ukraine,HPAI,0.354,verified,media_cluster,official,synthetic
BEACON-0001314,2021-12-22,2021-12-22,UKR,Ukraine,HPAI,0.23,verified,syndromic,official,synthetic
BEACON-0001315,2021-12-20,2021-12-22,RUS,Russian Federation,HPAI,0.348,unverified,media_cluster,media,synthetic
BEACON-0001316,2021-12-25,2021-12-25,RUS,Russian Federation,HPAI,0.661,unverified,unusual_mortality,media,synthetic
BEACON-0001317,2021-12-24,2021-12-26,GEO,Georgia,HPAI,0.747,unverified,media_cluster,media,synthetic
BEACON-0001318,2021-12-25,2021-12-27,MAR,Morocco,HPAI,0.288,unverified,syndromic,media,synthetic
BEACON-0001319,2021-12-30,2021-12-30,FRA,France,HPAI,0.797,unverified,syndromic,media;official,synthetic
BEACON-0001320,2022-01-01,2022-01-02,FRA,France,HPAI,0.371,verified,syndromic,media;official,synthetic
BEACON-0001321,2021-12-27,2021-12-29,FRA,France,HPAI,0.93,unverified,unusual_mortality,media,synthetic
BEACON-0001322,2021-12-31,2022-01-01,FRA,France,HPAI,0.371,verified,unusual_mortality,media,synthetic
BEACON-0001323,2021-12-30,2021-12-31,DEU,Germany,HPAI,0.481,unverified,media_cluster,media,synthetic
BEACON-0001324,2021-12-27,2021-12-27,POL,Poland,HPAI,0.328,unverified,unusual_mortality,media;official,synthetic
BEACON-0001325,2021-12-28,2021-12-29,HUN,Hungary,HPAI,0.497,verified,media_cluster,media,synthetic
BEACON-0001326,2021-12-30,2021-12-31,ROU,Romania,HPAI,0.457,verified,media_cluster,media,synthetic
BEACON-0001327,2021-12-27,2021-12-27,UKR,Ukraine,HPAI,0.515,unverified,media_cluster,official,synthetic
BEACON-0001328,2021-12-27,2021-12-29,MDA,Moldova,HPAI,0.409,unverified,media_cluster,official,synthetic
BEACON-0001329,2021-12-29,2021-12-30,RUS,Russian Federation,HPAI,0.359,verified,syndromic,media,synthetic
BEACON-0001330,2022-01-01,2022-01-02,RUS,Russian Federation,HPAI,0.61,verified,syndromic,field,synthetic
BEACON-0001331,2021-12-31,2021-12-31,TUR,Türkiye,HPAI,0.565,verified,unusual_mortality,media;official,synthetic
BEACON-0001332,2021-12-30,2021-12-30,TUR,Türkiye,HPAI,0.756,unverified,media_cluster,field,synthetic
BEACON-0001333,2022-01-01,2022-01-03,GEO,Georgia,HPAI,0.44,verified,media_cluster,media,synthetic
BEACON-0001334,2021-12-30,2022-01-01,GEO,Georgia,HPAI,0.66,unverified,media_cluster,media;official,synthetic
BEACON-0001335,2022-01-01,2022-01-01,GEO,Georgia,HPAI,0.505,unverified,trade_alert,official,synthetic
BEACON-0001336,2021-12-29,2021-12-30,GEO,Georgia,HPAI,0.526,unverified,media_cluster,media;official,synthetic
BEACON-0001337,2021-12-27,2021-12-27,ISR,Israel,HPAI,0.36,unverified,syndromic,official,synthetic
BEACON-0001338,2022-01-01,2022-01-01,ISR,Israel,HPAI,0.797,unverified,unusual_mortality,media,synthetic
BEACON-0001339,2021-12-29,2021-12-30,TUN,Tunisia,HPAI,0.533,unverified,syndromic,media,synthetic
BEACON-0001340,2022-01-06,2022-01-07,FRA,France,HPAI,0.844,unverified,media_cluster,media,synthetic
BEACON-0001341,2022-01-07,2022-01-07,FRA,France,HPAI,0.538,unverified,media_cluster,media,synthetic
BEACON-0001342,2022-01-03,2022-01-05,DEU,Germany,HPAI,0.613,verified,unusual_mortality,media;official,synthetic
BEACON-0001343,2022-01-08,2022-01-08,DEU,Germany,HPAI,0.241,verified,unusual_mortality,official,synthetic
BEACON-0001344,2022-01-07,2022-01-09,NLD,Netherlands,HPAI,0.742,unverified,media_cluster,official,synthetic
BEACON-0001345,2022-01-05,2022-01-07,ITA,Italy,HPAI,0.429,verified,media_cluster,media;official,synthetic
BEACON-0001346,2022-01-06,2022-01-08,ITA,Italy,HPAI,0.397,unverified,unusual_mortality,media;official,synthetic
BEACON-0001347,2022-01-05,2022-01-05,ITA,Italy,HPAI,0.991,verified,media_cluster,official,synthetic
BEACON-0001348,2022-01-07,2022-01-09,ITA,Italy,HPAI,0.83,unverified,unusual_mortality,media,synthetic
BEACON-0001349,2022-01-05,2022-01-06,ITA,Italy,HPAI,0.548,unverified,media_cluster,media,synthetic
BEACON-0001350,2022-01-07,2022-01-08,ESP,Spain,HPAI,0.452,unverified,media_cluster,official,synthetic
