alert_id,published_date,iso3,country,disease_code,latitude,longitude,feed,duplicate_of_feed_item,headline,data_realism
HM-0002057,2021-12-13,UKR,Ukraine,HPAI,45.916,29.088,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002058,2021-12-15,MDA,Moldova,HPAI,46.895,27.452,social,True,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002059,2021-12-16,TUR,Türkiye,HPAI,41.878,35.302,official,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002060,2021-12-18,TUR,Türkiye,HPAI,37.086,39.551,official,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002061,2021-12-19,TUR,Türkiye,HPAI,40.685,35.252,official,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002062,2021-12-15,ISR,Israel,HPAI,32.153,34.956,news,False,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002063,2021-12-19,EGY,Egypt,HPAI,29.705,30.793,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002064,2021-12-21,FRA,France,HPAI,46.214,5.025,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002065,2021-12-24,FRA,France,HPAI,48.176,0.316,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002066,2021-12-20,DEU,Germany,HPAI,50.433,10.294,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002067,2021-12-24,DEU,Germany,HPAI,49.182,9.851,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002068,2021-12-20,DEU,Germany,HPAI,51.881,14.182,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002069,2021-12-20,DEU,Germany,HPAI,49.471,10.363,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002070,2021-12-25,NLD,Netherlands,HPAI,52.322,5.441,official,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002071,2021-12-22,NLD,Netherlands,HPAI,51.752,5.418,news,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002072,2021-12-20,NLD,Netherlands,HPAI,51.884,5.143,news,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002073,2021-12-25,ITA,Italy,HPAI,42.26,10.598,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002074,2021-12-23,ITA,Italy,HPAI,44.895,10.994,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002075,2021-12-22,POL,Poland,HPAI,50.636,17.265,official,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002076,2021-12-21,POL,Poland,HPAI,53.219,18.461,official,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002077,2021-12-22,POL,Poland,HPAI,52.553,15.42,news,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002078,2021-12-25,HUN,Hungary,HPAI,46.542,18.807,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002079,2021-12-22,HUN,Hungary,HPAI,46.162,18.21,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002080,2021-12-26,HUN,Hungary,HPAI,48.135,18.448,official,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002081,2021-12-22,BGR,Bulgaria,HPAI,43.323,25.787,social,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002082,2021-12-26,BGR,Bulgaria,HPAI,42.21,24.678,news,False,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002083,2021-12-23,BGR,Bulgaria,HPAI,43.073,23.934,news,False,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002084,2021-12-24,BGR,Bulgaria,HPAI,41.366,25.668,official,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002085,2021-12-23,BGR,Bulgaria,HPAI,41.778,25.77,news,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002086,2021-12-23,SRB,Serbia,HPAI,43.876,22.225,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002087,2021-12-23,SRB,Serbia,HPAI,44.63,22.561,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002088,2021-12-20,UKR,Ukraine,HPAI,49.154,29.421,news,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002089,2021-12-24,UKR,Ukraine,HPAI,49.913,31.183,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002090,2021-12-26,UKR,Ukraine,HPAI,49.66,26.854,social,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002091,2021-12-23,MDA,Moldova,HPAI,47.047,27.655,social,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002092,2021-12-20,RUS,Russian Federation,HPAI,54.493,49.219,news,False,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002093,2021-12-20,RUS,Russian Federation,HPAI,55.018,46.395,news,False,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002094,2021-12-22,RUS,Russian Federation,HPAI,55.334,51.92,social,True,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002095,2021-12-25,TUR,Türkiye,HPAI,37.035,37.188,news,True,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002096,2021-12-21,GEO,Georgia,HPAI,41.068,44.144,news,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002097,2021-12-23,ISR,Israel,HPAI,31.359,35.491,news,False,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002098,2021-12-22,EGY,Egypt,HPAI,24.203,27.406,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002099,2021-12-22,TUN,Tunisia,HPAI,35.34,8.747,news,False,[SYNTHETIC] HPAI signal near Tunisia,synthetic
HM-0002100,2021-12-25,MAR,Morocco,HPAI,32.672,-6.831,news,False,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002101,2021-12-29,FRA,France,HPAI,46.776,5.548,news,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002102,2021-12-29,FRA,France,HPAI,47.342,5.234,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002103,2022-01-01,FRA,France,HPAI,44.232,3.812,official,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002104,2021-12-30,FRA,France,HPAI,49.359,5.011,news,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002105,2021-12-30,FRA,France,HPAI,46.175,3.251,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002106,2021-12-31,DEU,Germany,HPAI,49.677,9.12,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002107,2021-12-29,DEU,Germany,HPAI,52.47,11.911,news,True,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002108,2022-01-02,NLD,Netherlands,HPAI,52.107,6.574,news,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002109,2021-12-27,NLD,Netherlands,HPAI,52.803,5.541,news,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002110,2021-12-30,NLD,Netherlands,HPAI,52.313,5.742,official,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002111,2022-01-02,BEL,Belgium,HPAI,50.956,4.354,news,True,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002112,2022-01-02,ITA,Italy,HPAI,42.803,12.487,news,True,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002113,2022-01-02,ITA,Italy,HPAI,42.521,13.758,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002114,2021-12-28,ESP,Spain,HPAI,38.748,-2.209,news,True,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002115,2021-12-29,POL,Poland,HPAI,51.973,19.024,news,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002116,2021-12-27,POL,Poland,HPAI,52.376,17.661,news,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002117,2021-12-30,POL,Poland,HPAI,51.161,18.439,official,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002118,2021-12-31,POL,Poland,HPAI,53.244,21.074,social,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002119,2021-12-27,POL,Poland,HPAI,52.422,23.872,news,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002120,2021-12-29,HUN,Hungary,HPAI,46.037,18.445,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002121,2022-01-01,ROU,Romania,HPAI,45.753,21.563,social,False,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002122,2021-12-27,ROU,Romania,HPAI,47.306,22.557,news,True,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002123,2022-01-01,SRB,Serbia,HPAI,45.149,21.837,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002124,2021-12-27,SRB,Serbia,HPAI,43.147,21.249,social,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002125,2021-12-27,UKR,Ukraine,HPAI,51.89,29.351,news,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002126,2022-01-01,UKR,Ukraine,HPAI,48.881,25.88,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002127,2021-12-28,UKR,Ukraine,HPAI,48.226,33.221,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002128,2021-12-31,MDA,Moldova,HPAI,47.697,29.406,news,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002129,2022-01-02,TUR,Türkiye,HPAI,41.834,36.231,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002130,2022-01-02,TUR,Türkiye,HPAI,35.391,32.358,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002131,2021-12-29,TUR,Türkiye,HPAI,37.515,33.269,news,True,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002132,2021-12-27,TUR,Türkiye,HPAI,35.838,36.064,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002133,2022-01-01,GEO,Georgia,HPAI,40.999,43.22,official,True,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002134,2021-12-29,GEO,Georgia,HPAI,41.193,42.437,news,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002135,2021-12-31,GEO,Georgia,HPAI,41.46,43.245,official,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002136,2022-01-01,GEO,Georgia,HPAI,41.282,43.142,news,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002137,2021-12-29,ISR,Israel,HPAI,31.016,35.484,news,False,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002138,2021-12-30,ISR,Israel,HPAI,31.538,35.281,news,True,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002139,2021-12-29,EGY,Egypt,HPAI,23.269,31.087,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002140,2022-01-02,EGY,Egypt,HPAI,26.838,32.787,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002141,2022-01-02,TUN,Tunisia,HPAI,34.747,10.52,news,True,[SYNTHETIC] HPAI signal near Tunisia,synthetic
HM-0002142,2021-12-27,MAR,Morocco,HPAI,33.204,-4.175,news,True,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002143,2021-12-30,MAR,Morocco,HPAI,29.937,-6.102,news,False,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002144,2022-01-09,FRA,France,HPAI,47.0,5.744,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002145,2022-01-06,FRA,France,HPAI,44.867,2.917,news,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002146,2022-01-06,DEU,Germany,HPAI,51.449,10.367,news,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002147,2022-01-08,DEU,Germany,HPAI,51.52,10.996,news,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002148,2022-01-08,DEU,Germany,HPAI,50.597,6.571,news,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002149,2022-01-03,DEU,Germany,HPAI,51.62,11.002,social,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002150,2022-01-05,NLD,Netherlands,HPAI,52.894,4.626,news,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002151,2022-01-05,NLD,Netherlands,HPAI,51.617,5.581,news,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002152,2022-01-09,NLD,Netherlands,HPAI,52.125,4.554,news,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002153,2022-01-06,BEL,Belgium,HPAI,50.059,4.296,news,True,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002154,2022-01-08,BEL,Belgium,HPAI,50.485,4.889,news,True,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002155,2022-01-04,BEL,Belgium,HPAI,50.739,5.852,official,False,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002156,2022-01-03,BEL,Belgium,HPAI,50.636,5.886,news,False,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002157,2022-01-06,BEL,Belgium,HPAI,49.714,4.526,official,False,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002158,2022-01-09,ITA,Italy,HPAI,42.712,14.243,news,True,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002159,2022-01-05,ITA,Italy,HPAI,44.338,9.999,official,True,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002160,2022-01-06,ESP,Spain,HPAI,38.286,-4.903,news,False,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002161,2022-01-09,ESP,Spain,HPAI,37.714,-5.667,news,False,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002162,2022-01-04,POL,Poland,HPAI,51.66,15.185,news,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002163,2022-01-05,POL,Poland,HPAI,50.142,20.615,news,True,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002164,2022-01-03,HUN,Hungary,HPAI,48.236,18.338,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002165,2022-01-09,HUN,Hungary,HPAI,47.069,19.451,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002166,2022-01-04,HUN,Hungary,HPAI,46.684,19.151,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002167,2022-01-07,ROU,Romania,HPAI,45.255,26.941,official,True,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002168,2022-01-03,SRB,Serbia,HPAI,45.183,20.071,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002169,2022-01-05,UKR,Ukraine,HPAI,49.799,35.873,social,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002170,2022-01-08,UKR,Ukraine,HPAI,51.918,31.129,news,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002171,2022-01-07,MDA,Moldova,HPAI,46.645,28.408,official,True,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002172,2022-01-09,MDA,Moldova,HPAI,47.82,28.453,news,True,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002173,2022-01-08,RUS,Russian Federation,HPAI,57.698,47.876,news,True,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002174,2022-01-07,TUR,Türkiye,HPAI,36.891,38.806,official,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002175,2022-01-08,GEO,Georgia,HPAI,42.74,43.728,news,True,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002176,2022-01-07,GEO,Georgia,HPAI,43.251,43.635,news,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002177,2022-01-05,ISR,Israel,HPAI,31.862,35.081,news,True,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002178,2022-01-08,EGY,Egypt,HPAI,28.96,33.624,news,True,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002179,2022-01-06,MAR,Morocco,HPAI,28.449,-6.711,official,True,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002180,2022-01-03,MAR,Morocco,HPAI,31.551,-7.369,news,False,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002181,2022-01-12,FRA,France,HPAI,47.463,0.74,official,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002182,2022-01-13,FRA,France,HPAI,44.235,1.996,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002183,2022-01-11,FRA,France,HPAI,43.797,-1.087,official,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002184,2022-01-16,FRA,France,HPAI,45.267,-2.008,official,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002185,2022-01-11,DEU,Germany,HPAI,50.79,5.759,news,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002186,2022-01-11,NLD,Netherlands,HPAI,52.705,5.398,official,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002187,2022-01-14,NLD,Netherlands,HPAI,52.829,4.483,news,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002188,2022-01-13,NLD,Netherlands,HPAI,51.6,4.822,official,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002189,2022-01-13,ITA,Italy,HPAI,43.598,9.346,social,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002190,2022-01-13,ITA,Italy,HPAI,40.328,11.472,official,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002191,2022-01-10,ITA,Italy,HPAI,42.481,13.441,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002192,2022-01-13,ITA,Italy,HPAI,45.024,14.461,official,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002193,2022-01-16,ITA,Italy,HPAI,45.23,12.347,official,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002194,2022-01-15,ITA,Italy,HPAI,41.346,11.611,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002195,2022-01-11,ESP,Spain,HPAI,41.352,-7.544,news,True,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002196,2022-01-13,ESP,Spain,HPAI,42.864,-1.34,official,False,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002197,2022-01-12,HUN,Hungary,HPAI,46.53,18.687,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002198,2022-01-13,HUN,Hungary,HPAI,45.759,18.858,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002199,2022-01-14,HUN,Hungary,HPAI,46.191,18.772,social,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002200,2022-01-11,ROU,Romania,HPAI,44.733,22.466,social,False,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002201,2022-01-13,ROU,Romania,HPAI,44.548,24.169,news,False,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002202,2022-01-15,ROU,Romania,HPAI,46.045,28.47,news,False,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002203,2022-01-10,BGR,Bulgaria,HPAI,42.162,23.199,news,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002204,2022-01-16,BGR,Bulgaria,HPAI,42.481,24.827,news,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002205,2022-01-14,BGR,Bulgaria,HPAI,41.506,26.615,news,False,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002206,2022-01-10,SRB,Serbia,HPAI,42.746,21.628,official,True,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002207,2022-01-16,UKR,Ukraine,HPAI,50.23,36.741,news,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002208,2022-01-13,UKR,Ukraine,HPAI,50.521,31.026,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002209,2022-01-14,MDA,Moldova,HPAI,47.121,29.279,news,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002210,2022-01-11,RUS,Russian Federation,HPAI,58.975,44.655,news,False,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002211,2022-01-15,RUS,Russian Federation,HPAI,53.855,41.993,news,False,[SYNTHETIC] HPAI signal near Russian Federation,synthetic
HM-0002212,2022-01-15,TUR,Türkiye,HPAI,38.294,37.145,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002213,2022-01-12,TUR,Türkiye,HPAI,36.609,31.432,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002214,2022-01-13,TUR,Türkiye,HPAI,39.835,30.736,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002215,2022-01-15,EGY,Egypt,HPAI,27.005,25.772,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002216,2022-01-14,EGY,Egypt,HPAI,30.128,31.442,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002217,2022-01-10,MAR,Morocco,HPAI,29.649,-4.273,official,False,[SYNTHETIC] HPAI signal near Morocco,synthetic
HM-0002218,2022-01-23,FRA,France,HPAI,43.137,2.326,news,False,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002219,2022-01-17,DEU,Germany,HPAI,50.804,5.958,social,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002220,2022-01-17,NLD,Netherlands,HPAI,52.249,4.061,news,False,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002221,2022-01-17,NLD,Netherlands,HPAI,52.216,4.218,news,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002222,2022-01-18,NLD,Netherlands,HPAI,51.706,4.189,official,True,[SYNTHETIC] HPAI signal near Netherlands,synthetic
HM-0002223,2022-01-21,BEL,Belgium,HPAI,51.277,5.196,news,True,[SYNTHETIC] HPAI signal near Belgium,synthetic
HM-0002224,2022-01-18,ITA,Italy,HPAI,43.956,14.631,official,True,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002225,2022-01-18,ITA,Italy,HPAI,41.323,12.622,news,True,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002226,2022-01-22,ITA,Italy,HPAI,45.131,13.988,official,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002227,2022-01-22,ESP,Spain,HPAI,40.525,0.096,news,True,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002228,2022-01-17,POL,Poland,HPAI,53.175,20.787,news,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002229,2022-01-22,POL,Poland,HPAI,51.648,19.591,social,False,[SYNTHETIC] HPAI signal near Poland,synthetic
HM-0002230,2022-01-21,HUN,Hungary,HPAI,46.226,18.204,social,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002231,2022-01-21,HUN,Hungary,HPAI,48.09,20.077,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002232,2022-01-20,HUN,Hungary,HPAI,47.896,17.947,news,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002233,2022-01-19,HUN,Hungary,HPAI,46.189,19.01,official,False,[SYNTHETIC] HPAI signal near Hungary,synthetic
HM-0002234,2022-01-18,ROU,Romania,HPAI,45.548,22.017,official,True,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002235,2022-01-17,ROU,Romania,HPAI,44.657,23.962,news,True,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002236,2022-01-23,ROU,Romania,HPAI,47.546,22.736,news,False,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002237,2022-01-19,ROU,Romania,HPAI,47.77,23.161,news,True,[SYNTHETIC] HPAI signal near Romania,synthetic
HM-0002238,2022-01-18,BGR,Bulgaria,HPAI,42.983,23.566,news,True,[SYNTHETIC] HPAI signal near Bulgaria,synthetic
HM-0002239,2022-01-19,SRB,Serbia,HPAI,45.039,20.027,social,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002240,2022-01-22,SRB,Serbia,HPAI,42.706,21.491,social,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002241,2022-01-17,SRB,Serbia,HPAI,43.71,20.015,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002242,2022-01-20,SRB,Serbia,HPAI,43.641,19.405,news,True,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002243,2022-01-17,SRB,Serbia,HPAI,43.722,20.89,news,True,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002244,2022-01-17,MDA,Moldova,HPAI,46.763,27.472,official,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002245,2022-01-17,MDA,Moldova,HPAI,47.589,28.089,news,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002246,2022-01-21,MDA,Moldova,HPAI,47.545,27.649,official,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
HM-0002247,2022-01-20,TUR,Türkiye,HPAI,39.33,35.422,news,False,[SYNTHETIC] HPAI signal near Türkiye,synthetic
HM-0002248,2022-01-19,GEO,Georgia,HPAI,41.982,44.043,news,False,[SYNTHETIC] HPAI signal near Georgia,synthetic
HM-0002249,2022-01-21,ISR,Israel,HPAI,31.175,34.721,news,False,[SYNTHETIC] HPAI signal near Israel,synthetic
HM-0002250,2022-01-22,EGY,Egypt,HPAI,26.576,33.878,social,True,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002251,2022-01-22,EGY,Egypt,HPAI,26.21,32.102,news,False,[SYNTHETIC] HPAI signal near Egypt,synthetic
HM-0002252,2022-01-20,TUN,Tunisia,HPAI,33.587,7.997,social,True,[SYNTHETIC] HPAI signal near Tunisia,synthetic
HM-0002253,2022-01-17,TUN,Tunisia,HPAI,34.042,8.557,news,False,[SYNTHETIC] HPAI signal near Tunisia,synthetic
HM-0002254,2022-01-23,TUN,Tunisia,HPAI,34.88,10.987,news,True,[SYNTHETIC] HPAI signal near Tunisia,synthetic
HM-0002255,2022-01-27,FRA,France,HPAI,43.663,2.672,news,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002256,2022-01-26,FRA,France,HPAI,49.855,4.176,news,True,[SYNTHETIC] HPAI signal near France,synthetic
HM-0002257,2022-01-24,DEU,Germany,HPAI,48.843,13.387,news,False,[SYNTHETIC] HPAI signal near Germany,synthetic
HM-0002258,2022-01-28,ITA,Italy,HPAI,41.175,14.789,news,False,[SYNTHETIC] HPAI signal near Italy,synthetic
HM-0002259,2022-01-28,ESP,Spain,HPAI,38.081,-1.249,news,True,[SYNTHETIC] HPAI signal near Spain,synthetic
HM-0002260,2022-01-28,SRB,Serbia,HPAI,43.332,21.773,news,False,[SYNTHETIC] HPAI signal near Serbia,synthetic
HM-0002261,2022-01-25,UKR,Ukraine,HPAI,47.539,30.294,official,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002262,2022-01-29,UKR,Ukraine,HPAI,48.667,37.036,news,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002263,2022-01-27,UKR,Ukraine,HPAI,48.532,25.787,news,False,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002264,2022-01-30,UKR,Ukraine,HPAI,47.269,32.556,official,True,[SYNTHETIC] HPAI signal near Ukraine,synthetic
HM-0002265,2022-01-28,MDA,Moldova,HPAI,47.387,29.581,official,False,[SYNTHETIC] HPAI signal near Moldova,synthetic
